match_id,Gameweek,Date,Time,Result,Day,HomeGoals,AwayGoals,Status,Season
2020000,1,12/11/2020,1:30 PM,0:01,Fri,0,1,AwayWin,2020-2021
2020001,1,12/11/2020,4:00 PM,1:01,Fri,1,1,Tie,2020-2021
2020002,1,12/11/2020,6:30 PM,0:02,Fri,0,2,AwayWin,2020-2021
2020003,1,12/12/2020,1:30 PM,1:01,Sat,1,1,Tie,2020-2021
2020004,1,12/12/2020,4:00 PM,1:02,Sat,1,2,AwayWin,2020-2021
2020005,1,12/12/2020,6:30 PM,0:02,Sat,0,2,AwayWin,2020-2021
2020006,1,12/13/2020,4:00 PM,0:00,Sun,0,0,Tie,2020-2021
2020007,1,12/13/2020,6:30 PM,3:01,Sun,3,1,HomeWin,2020-2021
2020008,1,12/14/2020,6:30 PM,1:01,Mon,1,1,Tie,2020-2021
2020009,2,12/16/2020,1:30 PM,2:01,Wed,2,1,HomeWin,2020-2021
2020010,2,12/16/2020,4:00 PM,3:01,Wed,3,1,HomeWin,2020-2021
2020011,2,12/16/2020,6:30 PM,2:01,Wed,2,1,HomeWin,2020-2021
2020012,2,12/17/2020,1:30 PM,1:01,Thu,1,1,Tie,2020-2021
2020013,2,12/17/2020,4:00 PM,3:03,Thu,3,3,Tie,2020-2021
2020014,2,12/17/2020,6:30 PM,1:01,Thu,1,1,Tie,2020-2021
2020015,2,12/18/2020,1:30 PM,0:01,Fri,0,1,AwayWin,2020-2021
2020016,2,12/18/2020,4:00 PM,1:01,Fri,1,1,Tie,2020-2021
2020017,2,12/18/2020,6:30 PM,3:00,Fri,3,0,HomeWin,2020-2021
2020018,3,12/21/2020,1:30 PM,3:00,Mon,3,0,HomeWin,2020-2021
2020019,3,12/21/2020,4:00 PM,2:01,Mon,2,1,HomeWin,2020-2021
2020020,3,12/21/2020,6:30 PM,3:00,Mon,3,0,HomeWin,2020-2021
2020021,3,12/22/2020,4:00 PM,1:01,Tue,1,1,Tie,2020-2021
2020022,3,12/22/2020,6:30 PM,1:02,Tue,1,2,AwayWin,2020-2021
2020023,3,12/28/2020,4:00 PM,0:02,Mon,0,2,AwayWin,2020-2021
2020024,3,12/28/2020,6:30 PM,4:00,Mon,4,0,HomeWin,2020-2021
2020025,3,1/11/2021,4:00 PM,1:01,Mon,1,1,Tie,2020-2021
2020026,3,1/12/2021,4:00 PM,1:01,Tue,1,1,Tie,2020-2021
2020027,4,12/24/2020,6:30 PM,1:02,Thu,1,2,AwayWin,2020-2021
2020028,4,12/25/2020,1:30 PM,0:01,Fri,0,1,AwayWin,2020-2021
2020029,4,12/25/2020,4:00 PM,2:01,Fri,2,1,HomeWin,2020-2021
2020030,4,12/25/2020,6:30 PM,0:00,Fri,0,0,Tie,2020-2021
2020031,4,12/26/2020,4:00 PM,1:00,Sat,1,0,HomeWin,2020-2021
2020032,4,12/26/2020,6:30 PM,1:01,Sat,1,1,Tie,2020-2021
