match_id,Gameweek,Date,Time,Result,Day,HomeGoals,AwayGoals,Status,Season
2021000,1,10/25/2021,3:00 PM,3:00,Mon,3,0,HomeWin,2021-2022
2021001,1,10/25/2021,5:30 PM,4:04,Mon,4,4,Tie,2021-2022
2021002,1,10/25/2021,8:00 PM,1:00,Mon,1,0,HomeWin,2021-2022
2021003,1,10/26/2021,3:00 PM,1:00,Tue,1,0,HomeWin,2021-2022
2021004,1,10/26/2021,5:30 PM,1:01,Tue,1,1,Tie,2021-2022
2021005,1,10/26/2021,8:00 PM,2:00,Tue,2,0,HomeWin,2021-2022
2021006,1,10/27/2021,5:30 PM,2:01,Wed,2,1,HomeWin,2021-2022
2021007,1,10/27/2021,8:00 PM,0:04,Wed,0,4,AwayWin,2021-2022
2021008,1,10/28/2021,5:30 PM,1:01,Thu,1,1,Tie,2021-2022
2021009,2,10/30/2021,5:30 PM,3:02,Sat,3,2,HomeWin,2021-2022
2021010,2,10/30/2021,8:00 PM,3:02,Sat,3,2,HomeWin,2021-2022
2021011,2,10/31/2021,2:00 PM,2:01,Sun,2,1,HomeWin,2021-2022
2021012,2,10/31/2021,,2:00,Sun,2,0,HomeWin,2021-2022
2021013,2,10/31/2021,4:30 PM,0:02,Sun,0,2,AwayWin,2021-2022
2021014,2,10/31/2021,,1:02,Sun,1,2,AwayWin,2021-2022
2021015,2,10/31/2021,7:00 PM,1:00,Sun,1,0,HomeWin,2021-2022
2021016,2,11/1/2021,4:30 PM,0:00,Mon,0,0,Tie,2021-2022
2021017,2,11/1/2021,7:00 PM,2:03,Mon,2,3,AwayWin,2021-2022
2021018,3,11/4/2021,2:00 PM,1:00,Thu,1,0,HomeWin,2021-2022
2021019,3,11/4/2021,,0:00,Thu,0,0,Tie,2021-2022
2021020,3,11/4/2021,4:30 PM,1:00,Thu,1,0,HomeWin,2021-2022
2021021,3,11/4/2021,,1:01,Thu,1,1,Tie,2021-2022
2021022,3,11/4/2021,7:00 PM,3:00,Thu,3,0,HomeWin,2021-2022
2021023,3,11/5/2021,2:00 PM,3:00,Fri,3,0,HomeWin,2021-2022
2021024,3,11/5/2021,4:30 PM,3:00,Fri,3,0,HomeWin,2021-2022
2021025,3,11/5/2021,,1:01,Fri,1,1,Tie,2021-2022
2021026,3,11/5/2021,7:00 PM,3:05,Fri,3,5,AwayWin,2021-2022
2021027,4,11/18/2021,2:00 PM,2:00,Thu,2,0,HomeWin,2021-2022
2021028,4,11/18/2021,4:30 PM,1:04,Thu,1,4,AwayWin,2021-2022
2021029,4,11/18/2021,7:00 PM,1:00,Thu,1,0,HomeWin,2021-2022
2021030,4,11/18/2021,,1:00,Thu,1,0,HomeWin,2021-2022
2021031,4,11/19/2021,2:00 PM,0:00,Fri,0,0,Tie,2021-2022
2021032,4,11/19/2021,,2:02,Fri,2,2,Tie,2021-2022
2021033,4,11/19/2021,4:30 PM,0:02,Fri,0,2,AwayWin,2021-2022
2021034,4,11/19/2021,,1:01,Fri,1,1,Tie,2021-2022
2021035,4,11/19/2021,7:00 PM,1:00,Fri,1,0,HomeWin,2021-2022
2021036,5,11/21/2021,4:30 PM,1:00,Sun,1,0,HomeWin,2021-2022
2021037,5,11/21/2021,7:00 PM,0:00,Sun,0,0,Tie,2021-2022
2021038,5,11/22/2021,2:00 PM,3:00,Mon,3,0,HomeWin,2021-2022
2021039,5,11/22/2021,4:30 PM,2:03,Mon,2,3,AwayWin,2021-2022
2021040,5,11/22/2021,7:00 PM,1:01,Mon,1,1,Tie,2021-2022
2021041,5,11/22/2021,,0:03,Mon,0,3,AwayWin,2021-2022
2021042,5,11/23/2021,4:30 PM,1:01,Tue,1,1,Tie,2021-2022
2021043,5,11/23/2021,7:00 PM,1:02,Tue,1,2,AwayWin,2021-2022
2021044,5,12/25/2021,4:30 PM,1:00,Sat,1,0,HomeWin,2021-2022
2021045,6,11/25/2021,2:00 PM,1:02,Thu,1,2,AwayWin,2021-2022
2021046,6,11/25/2021,3:00 PM,0:01,Thu,0,1,AwayWin,2021-2022
2021047,6,11/25/2021,,4:01,Thu,4,1,HomeWin,2021-2022
2021048,6,11/26/2021,2:00 PM,2:01,Fri,2,1,HomeWin,2021-2022
2021049,6,11/26/2021,4:30 PM,0:00,Fri,0,0,Tie,2021-2022
2021050,6,11/26/2021,7:00 PM,1:00,Fri,1,0,HomeWin,2021-2022
2021051,6,11/27/2021,4:30 PM,0:02,Sat,0,2,AwayWin,2021-2022
2021052,6,12/13/2021,4:30 PM,3:02,Mon,3,2,HomeWin,2021-2022
2021053,6,12/25/2021,2:00 PM,1:01,Sat,1,1,Tie,2021-2022
2021054,7,12/20/2021,2:00 PM,0:01,Mon,0,1,AwayWin,2021-2022
2021055,7,12/20/2021,4:30 PM,1:01,Mon,1,1,Tie,2021-2022
2021056,7,12/20/2021,,1:01,Mon,1,1,Tie,2021-2022
2021057,7,12/20/2021,7:00 PM,0:00,Mon,0,0,Tie,2021-2022
2021058,7,12/20/2021,,4:04,Mon,4,4,Tie,2021-2022
2021059,7,12/21/2021,2:00 PM,2:01,Tue,2,1,HomeWin,2021-2022
2021060,7,12/21/2021,4:30 PM,3:00,Tue,3,0,HomeWin,2021-2022
2021061,7,12/21/2021,7:00 PM,1:02,Tue,1,2,AwayWin,2021-2022
2021062,7,12/26/2021,7:00 PM,1:01,Sun,1,1,Tie,2021-2022
2021063,8,12/24/2021,2:00 PM,2:02,Fri,2,2,Tie,2021-2022
2021064,8,12/24/2021,4:30 PM,0:03,Fri,0,3,AwayWin,2021-2022
2021065,8,12/24/2021,7:00 PM,0:01,Fri,0,1,AwayWin,2021-2022
2021066,8,12/25/2021,7:00 PM,4:00,Sat,4,0,HomeWin,2021-2022
2021067,8,2/9/2022,4:30 PM,0:00,Wed,0,0,Tie,2021-2022
2021068,8,2/9/2022,7:00 PM,0:01,Wed,0,1,AwayWin,2021-2022
2021069,8,2/10/2022,4:30 PM,1:02,Thu,1,2,AwayWin,2021-2022
2021070,8,2/10/2022,7:00 PM,0:00,Thu,0,0,Tie,2021-2022
2021071,8,3/8/2022,7:00 PM,3:00,Tue,3,0,HomeWin,2021-2022
2021072,9,2/14/2022,2:00 PM,1:01,Mon,1,1,Tie,2021-2022
2021073,9,2/14/2022,4:30 PM,0:00,Mon,0,0,Tie,2021-2022
2021074,9,2/15/2022,2:00 PM,1:01,Tue,1,1,Tie,2021-2022
2021075,9,2/15/2022,4:30 PM,2:00,Tue,2,0,HomeWin,2021-2022
2021076,9,2/16/2022,2:00 PM,1:00,Wed,1,0,HomeWin,2021-2022
2021077,9,2/16/2022,4:30 PM,1:00,Wed,1,0,HomeWin,2021-2022
2021078,9,2/16/2022,7:00 PM,2:00,Wed,2,0,HomeWin,2021-2022
2021079,9,2/17/2022,4:30 PM,1:01,Thu,1,1,Tie,2021-2022
2021080,9,7/5/2022,9:00 PM,0:00,Tue,0,0,Tie,2021-2022
2021081,10,2/21/2022,4:30 PM,0:00,Mon,0,0,Tie,2021-2022
2021082,10,2/21/2022,7:00 PM,1:00,Mon,1,0,HomeWin,2021-2022
2021083,10,2/22/2022,2:00 PM,0:00,Tue,0,0,Tie,2021-2022
2021084,10,2/22/2022,4:30 PM,1:00,Tue,1,0,HomeWin,2021-2022
2021085,10,2/22/2022,7:00 PM,4:00,Tue,4,0,HomeWin,2021-2022
2021086,10,2/23/2022,2:00 PM,2:02,Wed,2,2,Tie,2021-2022
2021087,10,2/23/2022,4:30 PM,0:01,Wed,0,1,AwayWin,2021-2022
2021088,10,2/24/2022,4:30 PM,0:01,Thu,0,1,AwayWin,2021-2022
2021089,10,3/2/2022,7:00 PM,3:02,Wed,3,2,HomeWin,2021-2022
2021090,11,2/25/2022,4:30 PM,1:00,Fri,1,0,HomeWin,2021-2022
2021091,11,2/27/2022,4:30 PM,2:00,Sun,2,0,HomeWin,2021-2022
2021092,11,2/28/2022,2:00 PM,1:00,Mon,1,0,HomeWin,2021-2022
2021093,11,2/28/2022,4:30 PM,1:01,Mon,1,1,Tie,2021-2022
2021094,11,3/1/2022,2:00 PM,1:02,Tue,1,2,AwayWin,2021-2022
2021095,11,3/1/2022,4:30 PM,2:02,Tue,2,2,Tie,2021-2022
2021096,11,3/1/2022,7:00 PM,1:04,Tue,1,4,AwayWin,2021-2022
2021097,11,3/3/2022,2:00 PM,2:02,Thu,2,2,Tie,2021-2022
2021098,11,4/6/2022,9:30 PM,2:03,Wed,2,3,AwayWin,2021-2022
2021099,12,3/4/2022,4:30 PM,0:02,Fri,0,2,AwayWin,2021-2022
2021100,12,3/7/2022,2:00 PM,1:00,Mon,1,0,HomeWin,2021-2022
2021101,12,3/7/2022,4:30 PM,0:00,Mon,0,0,Tie,2021-2022
2021102,12,3/7/2022,7:00 PM,2:01,Mon,2,1,HomeWin,2021-2022
2021103,12,3/8/2022,2:00 PM,1:02,Tue,1,2,AwayWin,2021-2022
2021104,12,3/8/2022,4:30 PM,1:01,Tue,1,1,Tie,2021-2022
2021105,12,3/9/2022,2:00 PM,0:00,Wed,0,0,Tie,2021-2022
2021106,12,3/9/2022,4:30 PM,1:00,Wed,1,0,HomeWin,2021-2022
2021107,12,4/6/2022,9:30 PM,1:00,Wed,1,0,HomeWin,2021-2022
2021108,13,3/15/2022,7:00 PM,4:00,Tue,4,0,HomeWin,2021-2022
2021109,13,3/16/2022,2:00 PM,1:02,Wed,1,2,AwayWin,2021-2022
2021110,13,3/16/2022,4:30 PM,1:02,Wed,1,2,AwayWin,2021-2022
2021111,13,3/16/2022,7:00 PM,0:00,Wed,0,0,Tie,2021-2022
2021112,13,3/17/2022,2:00 PM,2:02,Thu,2,2,Tie,2021-2022
2021113,13,3/17/2022,4:30 PM,0:00,Thu,0,0,Tie,2021-2022
