match_id,Gameweek,Date,Time,Result,Day,HomeGoals,AwayGoals,Status,Season
2016000,1,9/15/2016,5:00 PM,2:00,Thu,2,0,HomeWin,2016-2017
2016001,1,9/15/2016,9:00 PM,0:04,Thu,0,4,AwayWin,2016-2017
2016002,1,9/16/2016,3:00 PM,1:02,Fri,1,2,AwayWin,2016-2017
2016003,1,9/16/2016,5:00 PM,1:00,Fri,1,0,HomeWin,2016-2017
2016004,1,9/17/2016,3:00 PM,3:01,Sat,3,1,HomeWin,2016-2017
2016005,1,9/17/2016,5:00 PM,3:00,Sat,3,0,HomeWin,2016-2017
2016006,1,9/17/2016,6:00 PM,2:01,Sat,2,1,HomeWin,2016-2017
2016007,1,9/17/2016,9:00 PM,1:00,Sat,1,0,HomeWin,2016-2017
2016008,1,12/21/2016,6:00 PM,0:01,Wed,0,1,AwayWin,2016-2017
2016009,2,9/22/2016,3:00 PM,1:00,Thu,1,0,HomeWin,2016-2017
2016010,2,9/22/2016,5:00 PM,1:00,Thu,1,0,HomeWin,2016-2017
2016011,2,9/22/2016,8:00 PM,0:02,Thu,0,2,AwayWin,2016-2017
2016012,2,9/23/2016,5:00 PM,1:01,Fri,1,1,Tie,2016-2017
2016013,2,9/23/2016,8:00 PM,2:02,Fri,2,2,Tie,2016-2017
2016014,2,9/24/2016,3:00 PM,2:00,Sat,2,0,HomeWin,2016-2017
2016015,2,9/24/2016,5:00 PM,1:00,Sat,1,0,HomeWin,2016-2017
2016016,2,9/24/2016,8:00 PM,2:00,Sat,2,0,HomeWin,2016-2017
2016017,2,4/19/2017,8:00 PM,3:00,Wed,3,0,HomeWin,2016-2017
2016018,3,9/28/2016,3:00 PM,3:02,Wed,3,2,HomeWin,2016-2017
2016019,3,9/28/2016,6:00 PM,0:01,Wed,0,1,AwayWin,2016-2017
2016020,3,9/28/2016,9:00 PM,2:01,Wed,2,1,HomeWin,2016-2017
2016021,3,9/29/2016,3:00 PM,2:00,Thu,2,0,HomeWin,2016-2017
2016022,3,9/29/2016,5:00 PM,1:01,Thu,1,1,Tie,2016-2017
2016023,3,9/29/2016,8:00 PM,0:02,Thu,0,2,AwayWin,2016-2017
2016024,3,9/30/2016,4:00 PM,3:00,Fri,3,0,HomeWin,2016-2017
2016025,3,9/30/2016,6:30 PM,3:00,Fri,3,0,HomeWin,2016-2017
2016026,3,9/30/2016,9:00 PM,0:02,Fri,0,2,AwayWin,2016-2017
2016027,4,10/12/2016,2:45 PM,0:00,Wed,0,0,Tie,2016-2017
2016028,4,10/12/2016,5:00 PM,0:01,Wed,0,1,AwayWin,2016-2017
2016029,4,10/12/2016,7:30 PM,0:01,Wed,0,1,AwayWin,2016-2017
2016030,4,10/13/2016,2:45 PM,0:01,Thu,0,1,AwayWin,2016-2017
2016031,4,10/13/2016,5:00 PM,1:03,Thu,1,3,AwayWin,2016-2017
2016032,4,10/13/2016,7:30 PM,2:02,Thu,2,2,Tie,2016-2017
2016033,4,10/14/2016,4:30 PM,1:01,Fri,1,1,Tie,2016-2017
2016034,4,10/15/2016,7:00 PM,0:02,Sat,0,2,AwayWin,2016-2017
2016035,4,12/24/2016,6:00 PM,2:00,Sat,2,0,HomeWin,2016-2017
2016036,5,10/20/2016,2:30 PM,1:02,Thu,1,2,AwayWin,2016-2017
2016037,5,10/20/2016,5:30 PM,1:02,Thu,1,2,AwayWin,2016-2017
2016038,5,10/20/2016,8:30 PM,2:00,Thu,2,0,HomeWin,2016-2017
2016039,5,10/21/2016,3:30 PM,1:01,Fri,1,1,Tie,2016-2017
2016040,5,10/21/2016,6:00 PM,0:00,Fri,0,0,Tie,2016-2017
2016041,5,10/21/2016,8:15 PM,0:02,Fri,0,2,AwayWin,2016-2017
2016042,5,10/22/2016,2:45 PM,0:01,Sat,0,1,AwayWin,2016-2017
2016043,5,10/22/2016,6:00 PM,3:01,Sat,3,1,HomeWin,2016-2017
2016044,5,3/3/2017,6:00 PM,1:00,Fri,1,0,HomeWin,2016-2017
2016045,6,10/25/2016,2:45 PM,1:00,Tue,1,0,HomeWin,2016-2017
2016046,6,10/25/2016,,2:03,Tue,2,3,AwayWin,2016-2017
2016047,6,10/25/2016,5:30 PM,0:00,Tue,0,0,Tie,2016-2017
2016048,6,10/25/2016,8:00 PM,1:01,Tue,1,1,Tie,2016-2017
2016049,6,10/26/2016,2:45 PM,0:01,Wed,0,1,AwayWin,2016-2017
2016050,6,10/26/2016,5:30 PM,2:01,Wed,2,1,HomeWin,2016-2017
2016051,6,10/27/2016,2:45 PM,1:02,Thu,1,2,AwayWin,2016-2017
2016052,6,10/27/2016,5:00 PM,1:03,Thu,1,3,AwayWin,2016-2017
2016053,6,10/27/2016,8:00 PM,0:00,Thu,0,0,Tie,2016-2017
2016054,7,10/29/2016,2:45 PM,0:00,Sat,0,0,Tie,2016-2017
2016055,7,10/29/2016,5:00 PM,0:01,Sat,0,1,AwayWin,2016-2017
2016056,7,10/29/2016,7:30 PM,2:02,Sat,2,2,Tie,2016-2017
2016057,7,10/30/2016,1:45 PM,1:02,Sun,1,2,AwayWin,2016-2017
2016058,7,10/30/2016,4:00 PM,2:00,Sun,2,0,HomeWin,2016-2017
2016059,7,10/30/2016,7:00 PM,2:02,Sun,2,2,Tie,2016-2017
2016060,7,10/31/2016,1:45 PM,4:00,Mon,4,0,HomeWin,2016-2017
2016061,7,10/31/2016,4:45 PM,2:01,Mon,2,1,HomeWin,2016-2017
2016062,7,10/31/2016,7:30 PM,1:02,Mon,1,2,AwayWin,2016-2017
2016063,8,11/3/2016,1:45 PM,2:04,Thu,2,4,AwayWin,2016-2017
