match_id,Referee,Stadium,Home team,Away team
2022119,Amr Ayed,Petrosport Stadium,Enppi SC,Modern Future
2022120,Mostafa El Shohdi,Arab Contractors Stadium,El Mokawloon,Aswan SC
2022121,Mohamed El Kallawy,El Shorta Stadium,Bank El Ahly,Ittihad Alex
2022122,Amin Omar,30 June Stadium,Pyramids FC,Pharco FC
2022123,Mohamed El Sabahi,,El Masry,El Mahalla
2022124,Ahmed El Ghandour,Arab Contractors Stadium,Cleopatra FC,Smouha
2022125,Slavko Vincic,Cairo International Stadium,Zamalek,Ahly SC
2022126,Walid Abdelrazak,El Salam Stadium,El Dakhlia,El Mokawloon
2022127,Mohamed Youssef,Alexandria Stadium,Pharco FC,Enppi SC
2022128,Tarek Magdi,Aswan Stadium,Aswan SC,Ismaily
2022129,Osama Ismail,Arab Contractors Stadium,Cleopatra FC,Talaea El Gaish
2022130,Nader Kamar,Alexandria Stadium,Ittihad Alex,Harras Hodoud
2022131,Hesham El Fallal,Suez Stadium,Modern Future,El Masry
2022132,Abdelaziz El Sayed,Mahalla Stadium,El Mahalla,Zamalek
2022133,Mohamed El Hanafy,Alexandria Stadium,Smouha,Pyramids FC
2022134,Ahmed El Ghandour,Cairo International Stadium,Ahly SC,Bank El Ahly
2022135,Mohamed Salama,Aswan Stadium,Aswan SC,Talaea El Gaish
2022136,Amin Omar,Ismailia Stadium,Ismaily,El Dakhlia
2022137,Mohamed El Ghazi,Arab Contractors Stadium,El Mokawloon,Ittihad Alex
2022138,Ahmed Hamdi,Suez Stadium,El Masry,Pharco FC
2022139,Mahmoud Nagy,Petrosport Stadium,Enppi SC,Smouha
2022140,Sobhy El Amrawy,30 June Stadium,Pyramids FC,Cleopatra FC
2022141,Mahmoud El Banna,Cairo International Stadium,Zamalek,Modern Future
2022142,Hesham El Kadi,Cairo International Stadium,Bank El Ahly,El Mahalla
2022143,Amin Omar,El Max,Harras Hodoud,Ahly SC
2022144,Wael Farhan,El Salam Stadium,El Dakhlia,Aswan SC
2022145,Sabry Ibrahim,Mahalla Stadium,El Mahalla,Harras Hodoud
2022146,Mohamed El Sabahi,Alexandria Stadium,Ittihad Alex,Ismaily
2022147,Sayed Mounir,Arab Contractors Stadium,Cleopatra FC,Enppi SC
2022148,Mohamed El Kallawy,Borg El Arab Stadium,Pharco FC,Zamalek
2022149,Mohamed Maarouf,Alexandria Stadium,Smouha,El Masry
2022150,Mohamed Adel,Gehaz El Reyada Stadium,Talaea El Gaish,Pyramids FC
2022151,Mohamed El Hanafy,Cairo International Stadium,Modern Future,Bank El Ahly
2022152,Mohamed El Hanafy,El Ahly Stadium,Ahly SC,El Mokawloon
2022153,Ibrahim Mohamed,Borg El Arab Stadium,Ittihad Alex,Aswan SC
2022154,Ahmed Gamal,Mahalla Stadium,El Mahalla,El Mokawloon
2022155,Atef Hussein,Alexandria Stadium,Pharco FC,Bank El Ahly
2022156,Mostafa Osman,Gehaz El Reyada Stadium,Talaea El Gaish,El Dakhlia
2022157,Mohamed Adel,Suez Canal Authority Stadium,Cleopatra FC,El Masry
2022158,Ibrahim Nour Eldin,Borg El Arab Stadium,Smouha,Zamalek
2022159,Wael Farhan,El Salam Stadium,Modern Future,Harras Hodoud
2022160,Abdelaziz El Sayed,30 June Stadium,Pyramids FC,Enppi SC
2022161,Ahmed El Ghandour,Cairo International Stadium,Ahly SC,Ismaily
2022162,Mohamed Youssef,El Shorta Stadium,Bank El Ahly,Smouha
2022163,Mohamed El Hanafy,El Shorta Stadium,El Dakhlia,Ittihad Alex
2022164,Mahmoud Ashour,Petrosport Stadium,Enppi SC,Talaea El Gaish
2022165,Mahmoud El Banna,Aswan Stadium,Aswan SC,Ahly SC
2022166,Nader Kamar,Ismailia Stadium,Ismaily,El Mahalla
2022167,Hesham El Fallal,El Max,Harras Hodoud,Pharco FC
2022168,Tarek Magdi,Arab Contractors Stadium,El Mokawloon,Modern Future
2022169,Wael Farhan,Borg El Arab Stadium,El Masry,Pyramids FC
2022170,Abdelaziz El Sayed,Cairo International Stadium,Zamalek,Cleopatra FC
2022171,Galal Ahmed,Borg El Arab Stadium,Smouha,Harras Hodoud
2022172,Ali El Said,Mahalla Stadium,El Mahalla,Aswan SC
2022173,Amin Omar,Gehaz El Reyada Stadium,Talaea El Gaish,Ittihad Alex
2022174,Mohamed El Kallawy,Borg El Arab Stadium,Enppi SC,El Masry
2022175,Walid Abdelrazak,Suez Canal Authority Stadium,Cleopatra FC,Bank El Ahly
2022176,Mohamed Maarouf,Cairo International Stadium,Ahly SC,El Dakhlia
2022177,Mahmoud El Banna,Borg El Arab Stadium,Pharco FC,El Mokawloon
2022178,Mohamed El Sabahi,El Salam Stadium,Modern Future,Ismaily
2022179,Mohamed Adel,30 June Stadium,Pyramids FC,Zamalek
2022180,Amin Omar,El Max,Harras Hodoud,Cleopatra FC
2022181,Mohamed Salama,El Salam Stadium,El Dakhlia,El Mahalla
2022182,Mahmoud El Banna,Borg El Arab Stadium,El Masry,Talaea El Gaish
2022183,Mohamed Adel,Ismailia Stadium,Ismaily,Pharco FC
2022184,Khaled Gamal,Arab Contractors Stadium,El Mokawloon,Smouha
2022185,Sayed Shaaban,Aswan Stadium,Aswan SC,Modern Future
2022186,Abdelaziz El Sayed,Cairo International Stadium,Zamalek,Enppi SC
2022187,Mohamed El Kallawy,Cairo International Stadium,Bank El Ahly,Pyramids FC
2022188,Mohamed Maarouf,Borg El Arab Stadium,Ittihad Alex,Ahly SC
2022189,Hesham El Kadi,Arab Contractors Stadium,Cleopatra FC,El Mokawloon
2022190,Nader Kamar,Petrosport Stadium,Enppi SC,Bank El Ahly
2022191,Mohamed Salama,Borg El Arab Stadium,Smouha,Ismaily
2022192,Ahmed Naser,Alexandria Stadium,Pharco FC,Aswan SC
2022193,Tarek Magdi,Mahalla Stadium,El Mahalla,Ittihad Alex
2022194,Mahmoud Nagy,Borg El Arab Stadium,El Masry,Zamalek
2022195,Tarek Magdi,El Salam Stadium,Modern Future,El Dakhlia
2022196,Ibrahim Nour Eldin,30 June Stadium,Pyramids FC,Harras Hodoud
2022197,Mahmoud El Banna,Cairo Military Academy Stadium,Talaea El Gaish,Ahly SC
2022198,Mohamed Abbas Kabil,El Max,Harras Hodoud,Enppi SC
2022199,Abdelaziz El Sayed,Ismailia Stadium,Ismaily,Cleopatra FC
2022200,Ibrahim Nour Eldin,El Shorta Stadium,El Dakhlia,Pharco FC
2022201,Walid Abdelrazak,Aswan Stadium,Aswan SC,Smouha
2022202,Mahmoud El Banna,Cairo International Stadium,Ahly SC,El Mahalla
2022203,Ahmed Hamdi,Arab Contractors Stadium,El Mokawloon,Pyramids FC
2022204,Mabrouk Nabil,Alexandria Stadium,Ittihad Alex,Modern Future
2022205,Amin Omar,Cairo International Stadium,Bank El Ahly,El Masry
2022206,Mohamed El Hanafy,Cairo International Stadium,Zamalek,Talaea El Gaish
2022207,Mahmoud Ashour,Borg El Arab Stadium,El Masry,Harras Hodoud
2022208,Mahmoud Bassiouni,Aswan Stadium,Cleopatra FC,Aswan SC
2022209,Nader Kamar,Alexandria Stadium,Smouha,El Dakhlia
2022210,Mohamed Youssef,Petrosport Stadium,Enppi SC,El Mokawloon
2022211,Wael Farhan,Cairo International Stadium,Zamalek,Bank El Ahly
2022212,Mohamed El Kallawy,Alexandria Stadium,Pharco FC,Ittihad Alex
2022213,Ahmed El Ghandour,Gehaz El Reyada Stadium,Talaea El Gaish,El Mahalla
2022214,Tarek Magdi,30 June Stadium,Pyramids FC,Ismaily
2022215,Mahmoud El Banna,El Salam Stadium,Modern Future,Ahly SC
2022216,Mohamed El Ghazi,El Salam Stadium,El Dakhlia,Cleopatra FC
2022217,Mohamed Adel,Mahalla Stadium,El Mahalla,Modern Future
2022218,Ahmed El Ghandour,Cairo Military Academy Stadium,Harras Hodoud,Zamalek
2022219,Mohamed El Kallawy,Ismailia Stadium,Ismaily,Enppi SC
2022220,Ahmed Gamal,Arab Contractors Stadium,El Mokawloon,El Masry
2022221,Tarek Magdi,Aswan Stadium,Aswan SC,Pyramids FC
2022222,Nader Kamar,El Ahly Stadium,Ahly SC,Pharco FC
2022223,Mostafa El Shohdi,Alexandria Stadium,Ittihad Alex,Smouha
2022224,Abdelaziz El Sayed,Cairo International Stadium,Bank El Ahly,Talaea El Gaish
2022225,Tarek Magdi,Borg El Arab Stadium,Smouha,Ahly SC
2022226,Mahmoud Bassiouni,Cairo International Stadium,Zamalek,El Mokawloon
2022227,Sobhy El Amrawy,Petrosport Stadium,Enppi SC,Aswan SC
2022228,Mahmoud Ashour,30 June Stadium,Pyramids FC,El Dakhlia
2022229,Walid Abdelrazak,Cairo International Stadium,Bank El Ahly,Harras Hodoud
2022230,Mahmoud Nagy,Gehaz El Reyada Stadium,Talaea El Gaish,Modern Future
2022231,Mohamed El Atbany,Borg El Arab Stadium,Pharco FC,El Mahalla
2022232,Nader Kamar,Borg El Arab Stadium,El Masry,Ismaily
2022233,Mostafa Osman,Suez Canal Authority Stadium,Cleopatra FC,Ittihad Alex
2022234,Mohamed El Hanafy,Mahalla Stadium,El Mahalla,Smouha
2022235,Ahmed Gamal,El Salam Stadium,El Dakhlia,Enppi SC
2022236,Ibrahim Nour Eldin,Borg El Arab Stadium,Aswan SC,El Masry
2022237,Mahmoud Ashour,El Max,Harras Hodoud,Talaea El Gaish
2022238,Mohamed El Atbany,Arab Contractors Stadium,El Mokawloon,Bank El Ahly
2022239,Hesham El Fallal,Cairo International Stadium,Modern Future,Pharco FC
2022240,Mohamed Adel,Ismailia Stadium,Ismaily,Zamalek
2022241,Abdelaziz El Sayed,Alexandria Stadium,Ittihad Alex,Pyramids FC
2022242,Mohamed Adel,Cairo International Stadium,Ahly SC,Cleopatra FC
2022243,Mahmoud Ashour,Suez Canal Authority Stadium,Cleopatra FC,El Mahalla
2022244,Mohamed El Hanafy,Borg El Arab Stadium,El Masry,El Dakhlia
2022245,Mahmoud El Banna,Petrosport Stadium,Enppi SC,Ittihad Alex
2022246,Sayed Shaaban,El Max,Harras Hodoud,El Mokawloon
2022247,Abdelaziz El Sayed,Borg El Arab Stadium,Smouha,Modern Future
2022248,Mahmoud Nagy,Gehaz El Reyada Stadium,Talaea El Gaish,Pharco FC
2022249,Ibrahim Nour Eldin,El Shorta Stadium,Bank El Ahly,Ismaily
2022250,Mohamed Youssef,Cairo International Stadium,Zamalek,Aswan SC
2022251,Mahmoud Nagy,30 June Stadium,Pyramids FC,Ahly SC
2022252,Mahmoud Nagy,Ismailia Stadium,Ismaily,Harras Hodoud
2022253,Hesham El Fallal,Mahalla Stadium,El Mahalla,Pyramids FC
2022254,Mohamed El Kallawy,Arab Contractors Stadium,El Mokawloon,Talaea El Gaish
2022255,Mohamed El Ghazi,Alexandria Stadium,Ittihad Alex,El Masry
2022256,Mahmoud El Banna,Suez Stadium,El Dakhlia,Zamalek
2022257,Mohamed El Hanafy,El Salam Stadium,Aswan SC,Bank El Ahly
2022258,Hesham El Kadi,Alexandria Stadium,Pharco FC,Smouha
2022259,Mahmoud Bassiouni,Cairo International Stadium,Ahly SC,Enppi SC
2022260,Wael Farhan,El Salam Stadium,Modern Future,Cleopatra FC
2022261,Ahmed El Ghandour,Cairo International Stadium,Bank El Ahly,El Dakhlia
2022262,Mohamed Youssef,Arab Contractors Stadium,El Mokawloon,Ismaily
2022263,Wael Farhan,El Max,Harras Hodoud,Aswan SC
2022264,Mohamed El Kallawy,Petrosport Stadium,Enppi SC,El Mahalla
2022265,Mahmoud Nagy,Suez Canal Authority Stadium,Cleopatra FC,Pharco FC
2022266,Tarek Magdi,30 June Stadium,Pyramids FC,Modern Future
2022267,Hesham El Fallal,Gehaz El Reyada Stadium,Talaea El Gaish,Smouha
2022268,Amin Omar,Cairo International Stadium,Zamalek,Ittihad Alex
2022269,Mohamed Maarouf,Borg El Arab Stadium,El Masry,Ahly SC
2022270,Mohamed Youssef,El Salam Stadium,El Dakhlia,Harras Hodoud
2022271,Mohamed El Hanafy,Alexandria Stadium,Pharco FC,Pyramids FC
2022272,Mohamed El Sabahi,El Salam Stadium,Modern Future,Enppi SC
2022273,Ahmed Gamal,Mahalla Stadium,El Mahalla,El Masry
2022274,Ahmed El Ghandour,Alexandria Stadium,Smouha,Cleopatra FC
2022275,Mahmoud El Banna,Ismailia Stadium,Ismaily,Talaea El Gaish
2022276,Mahmoud Bassiouni,Aswan Stadium,Aswan SC,El Mokawloon
2022277,Mahmoud Nagy,Alexandria Stadium,Ittihad Alex,Bank El Ahly
2022278,Mahmoud El Banna,Cairo International Stadium,Ahly SC,Zamalek
2022279,Ahmed El Ghandour,Cairo International Stadium,Zamalek,El Mahalla
2022280,Mohamed Maarouf,,El Masry,Modern Future
2022281,Mohamed El Kallawy,30 June Stadium,Pyramids FC,Smouha
2022282,Amin Omar,Ismailia Stadium,Ismaily,Aswan SC
2022283,Mohamed El Hanafy,Cairo International Stadium,Bank El Ahly,Ahly SC
2022284,Mohamed Abbas Kabil,Petrosport Stadium,Enppi SC,Pharco FC
2022285,Abdelaziz El Sayed,Arab Contractors Stadium,El Mokawloon,El Dakhlia
2022286,Ibrahim Nour Eldin,Gehaz El Reyada Stadium,Talaea El Gaish,Cleopatra FC
2022287,Sayed Mounir,El Max,Harras Hodoud,Ittihad Alex
2022288,Mohamed El Sabahi,Cairo International Stadium,Modern Future,Zamalek
2022289,Mohamed El Atbany,Alexandria Stadium,Pharco FC,El Masry
2022290,Amin Omar,Mahalla Stadium,El Mahalla,Bank El Ahly
2022291,Mahmoud El Banna,El Shorta Stadium,El Dakhlia,Ismaily
2022292,Mahmoud Nagy,Gehaz El Reyada Stadium,Talaea El Gaish,Aswan SC
2022293,Mahmoud Ashour,Suez Canal Authority Stadium,Cleopatra FC,Pyramids FC
2022294,Mohamed El Ghazi,Borg El Arab Stadium,Smouha,Enppi SC
2022295,Ibrahim Mahgoub,Alexandria Stadium,Ittihad Alex,El Mokawloon
2022296,Mohamed El Hanafy,Cairo International Stadium,Ahly SC,Harras Hodoud
2022297,Mohamed Maarouf,Aswan Stadium,Aswan SC,El Dakhlia
2022298,Mahmoud Ashour,Borg El Arab Stadium,Harras Hodoud,El Mahalla
2022299,Mohamed Salama,Cairo International Stadium,Bank El Ahly,Modern Future
2022300,Nader Kamar,30 June Stadium,Pyramids FC,Talaea El Gaish
2022301,Shahenda El Maghrabi,Petrosport Stadium,Enppi SC,Cleopatra FC
2022302,Atef Hussein,,El Masry,Smouha
2022303,Mahmoud Desouki,Ismailia Stadium,Ismaily,Ittihad Alex
2022304,Mostafa Osman,Arab Contractors Stadium,El Mokawloon,Ahly SC
2022305,Mostafa El Shohdi,Cairo International Stadium,Zamalek,Pharco FC
