match_id,Referee,Stadium,Home team,Away team
2016057,Hossam El Gallad,Banha Stadium,El Sharkia,Wadi Degla
2016058,Mabrouk Nabil,Fayoum Stadium,El Makasa,El Mokawloon
2016059,Ibrahim Nour Eldin,Petrosport Stadium,Ahly SC,Ittihad Alex
2016060,Hesham Abdelhamid,Borg El Arab Stadium,El Masry,Tanta SC
2016061,Abdelaziz El Sayed,Borg El Arab Stadium,Smouha,Ismaily
2016062,Mohamed Maarouf,Petrosport Stadium,Enppi SC,Zamalek
2016063,Sabry Ibrahim,Cairo International Stadium,Wadi Degla,El Makasa
2016064,Awad Saafan,El Shorta Stadium,El Dakhlia,El Sharkia
2016065,Mohamed El Hanafy,El Max,Ittihad Alex,Entag El Harby
2016066,Mohamed Abou-Khater,Arab Contractors Stadium,El Mokawloon,Smouha
2016067,Walid Abdelrazak,Aswan Stadium,Aswan SC,El Nasr Tadeen
2016068,Ahmed El Ghandour,Mahalla Stadium,Tanta SC,Ahly SC
2016069,Mohamed Hassan,Suez Stadium,Petrojet,Talaea El Gaish
2016070,Mohamed El Sabahi,Ismailia Stadium,Ismaily,Enppi SC
2016071,Gehad Grisha,Borg El Arab Stadium,Zamalek,El Masry
2016072,Ibrahim Nour Eldin,Banha Stadium,El Sharkia,Aswan SC
2016073,Mohamed Salama,Fayoum Stadium,El Makasa,El Dakhlia
2016074,Amr Ayed,Aswan Stadium,El Nasr Tadeen,Petrojet
2016075,Mohamed El Hanafy,Borg El Arab Stadium,Smouha,Wadi Degla
2016076,Mahmoud Bassiouni,Petrosport Stadium,Enppi SC,El Mokawloon
2016077,Mahmoud Ashour,Gehaz El Reyada Stadium,Talaea El Gaish,Ittihad Alex
2016078,Ashraf Rashad,Borg El Arab Stadium,El Masry,Ismaily
2016079,Abdelaziz El Sayed,Petrosport Stadium,Zamalek,Tanta SC
2016080,Samir Osman,El Salam Stadium,Entag El Harby,Ahly SC
2016081,Mohamed Saber,El Max,Ittihad Alex,El Nasr Tadeen
2016082,Sameh Farouk,Suez Stadium,Petrojet,El Sharkia
2016083,Mohamed Ali Shata,Aswan Stadium,Aswan SC,El Makasa
2016084,Sherif Rashwan,Cairo International Stadium,Wadi Degla,Enppi SC
2016085,Ahmed El Adawi,El Shorta Stadium,El Dakhlia,Smouha
2016086,Awad Saafan,Borg El Arab Stadium,El Mokawloon,El Masry
2016087,Mohamed Farouk,Ismailia Stadium,Ismaily,Zamalek
2016088,Ibrahim Nour Eldin,Tanta Stadium,Tanta SC,Entag El Harby
2016089,Mohamed Maarouf,El Ahly Stadium,Ahly SC,Talaea El Gaish
2016090,Ahmed Hamdi,Banha Stadium,El Sharkia,Ittihad Alex
2016091,Mohamed Hassan,Fayoum Stadium,El Makasa,Petrojet
2016092,Sabry Ibrahim,Borg El Arab Stadium,Smouha,Aswan SC
2016093,Hesham Abdelhamid,Borg El Arab Stadium,El Masry,Wadi Degla
2016094,Mohamed El Hanafy,Petrosport Stadium,Zamalek,El Mokawloon
2016095,Mohamed Abou-Khater,Ismailia Stadium,Ismaily,Tanta SC
2016096,Ahmed El Ghandour,Gehaz El Reyada Stadium,Talaea El Gaish,Entag El Harby
2016097,Walid Abdelrazak,Petrosport Stadium,Enppi SC,El Dakhlia
2016098,Mahmoud Ashour,Aswan Stadium,El Nasr Tadeen,Ahly SC
2016099,Mohamed Adel,Suez Stadium,Petrojet,Smouha
2016100,Mohamed Maarouf,El Max,Ittihad Alex,El Makasa
2016101,Mohamed El Sabahi,El Salam Stadium,Wadi Degla,Zamalek
2016102,Said Hamza,Borg El Arab Stadium,El Dakhlia,El Masry
2016103,Kamel Mohamed Kamel,Aswan Stadium,Aswan SC,Enppi SC
2016104,Awad Saafan,El Ahly Stadium,Ahly SC,El Sharkia
2016105,Sherif Rashwan,Tanta Stadium,Tanta SC,Talaea El Gaish
2016106,Badawi Hemeda,El Salam Stadium,Entag El Harby,El Nasr Tadeen
2016107,Samir Osman,Arab Contractors Stadium,El Mokawloon,Ismaily
2016108,Gehad Grisha,Borg El Arab Stadium,Smouha,Ittihad Alex
2016109,Mahmoud Ashour,Petrosport Stadium,Zamalek,El Dakhlia
2016110,Tarek Samy,Banha Stadium,El Sharkia,Entag El Harby
2016111,Mohamed Salama,Petrosport Stadium,Enppi SC,Petrojet
2016112,Ahmed El Ghandour,El Max,El Masry,Aswan SC
2016113,Ibrahim Nour Eldin,El Salam Stadium,El Makasa,Ahly SC
2016114,Hesham Abdelhamid,Arab Contractors Stadium,El Mokawloon,Tanta SC
2016115,Mahmoud El Banna,Ismailia Stadium,Ismaily,Wadi Degla
2016116,Ashraf Rashad,Aswan Stadium,El Nasr Tadeen,Talaea El Gaish
2016117,Mohamed Hassan,Borg El Arab Stadium,Ittihad Alex,Enppi SC
2016118,Samir Osman,Aswan Stadium,Aswan SC,Zamalek
2016119,Mohamed El Hanafy,El Ahly Stadium,Ahly SC,Smouha
2016120,Amin Omar,Gehaz El Reyada Stadium,Talaea El Gaish,El Sharkia
2016121,Mohamed Farouk,El Max,Petrojet,El Masry
2016122,,El Salam Stadium,Entag El Harby,El Makasa
2016123,Mohamed Ali Shata,Tanta Stadium,Tanta SC,El Nasr Tadeen
2016124,Gehad Grisha,El Shorta Stadium,El Dakhlia,Ismaily
2016125,Nader Kamar,Cairo International Stadium,Wadi Degla,El Mokawloon
2016126,Mahmoud El Banna,Petrosport Stadium,Enppi SC,Ahly SC
2016127,Awad Saafan,Fayoum Stadium,El Makasa,Talaea El Gaish
2016128,Mahmoud Ashour,Borg El Arab Stadium,Smouha,Entag El Harby
2016129,Mohamed El Hanafy,Borg El Arab Stadium,El Masry,Ittihad Alex
2016130,Mohamed Maarouf,Petrosport Stadium,Zamalek,Petrojet
2016131,Gehad Grisha,Banha Stadium,El Sharkia,El Nasr Tadeen
2016132,Amin Omar,Arab Contractors Stadium,El Mokawloon,El Dakhlia
2016133,Mahmoud Bassiouni,Ismailia Stadium,Ismaily,Aswan SC
2016134,Ahmed El Adawi,Cairo International Stadium,Wadi Degla,Tanta SC
2016135,Samir Osman,Gehaz El Reyada Stadium,Talaea El Gaish,Smouha
2016136,Mohamed Adel,El Salam Stadium,Entag El Harby,Enppi SC
2016137,Mahmoud El Banna,Borg El Arab Stadium,Ittihad Alex,Zamalek
2016138,Ahmed Hamdi,El Shorta Stadium,El Dakhlia,Wadi Degla
2016139,Mohamed Farouk,Banha Stadium,El Sharkia,Tanta SC
2016140,Mahmoud Ashour,Egyptian Army Stadium,Petrojet,Ismaily
2016141,Gehad Grisha,Borg El Arab Stadium,Ahly SC,El Masry
2016142,Osama El Aref,Aswan Stadium,El Nasr Tadeen,El Makasa
2016143,Mohamed El Sabahi,Aswan Stadium,Aswan SC,El Mokawloon
2016144,Ibrahim Nour Eldin,El Max,Smouha,El Nasr Tadeen
2016145,Mahmoud Bassiouni,Petrosport Stadium,Enppi SC,Talaea El Gaish
2016146,Mohamed Maarouf,Tanta Stadium,Tanta SC,El Dakhlia
2016147,Said Hamza,Cairo International Stadium,Wadi Degla,Aswan SC
2016148,Samir Osman,Arab Contractors Stadium,El Mokawloon,Petrojet
2016149,Viktor Kassai,Petrosport Stadium,Zamalek,Ahly SC
2016150,Sherif Rashwan,Fayoum Stadium,El Makasa,El Sharkia
2016151,Ahmed El Ghandour,Borg El Arab Stadium,El Masry,Entag El Harby
2016152,Mahmoud El Banna,Ismailia Stadium,Ismaily,Ittihad Alex
2016153,Mohamed Adel,Tanta Stadium,Tanta SC,El Makasa
2016154,Mohamed Hassan,Cairo International Stadium,Wadi Degla,Petrojet
2016155,Amin Omar,El Shorta Stadium,El Dakhlia,Aswan SC
2016156,Ibrahim Nour Eldin,Arab Contractors Stadium,El Mokawloon,Ittihad Alex
2016157,Mohamed Maarouf,Borg El Arab Stadium,Smouha,El Sharkia
2016158,Ahmed Hamdi,Petrosport Stadium,Enppi SC,El Nasr Tadeen
2016159,Mahmoud El Banna,Egyptian Army Stadium,Ismaily,Ahly SC
2016160,Samir Osman,Petrosport Stadium,Zamalek,Entag El Harby
2016161,Ahmed Hamdi,Borg El Arab Stadium,El Masry,Talaea El Gaish
2016162,Mohamed Abou-Khater,Aswan Stadium,Aswan SC,Tanta SC
2016163,Mahmoud Bassiouni,Suez Stadium,Petrojet,El Dakhlia
2016164,,Banha Stadium,El Sharkia,Enppi SC
2016165,Ahmed El Ghandour,Borg El Arab Stadium,Ittihad Alex,Wadi Degla
2016166,Ibrahim Nour Eldin,El Salam Stadium,Entag El Harby,Ismaily
2016167,Awad Saafan,Fayoum Stadium,El Makasa,Smouha
2016168,Mohamed El Hanafy,El Ahly Stadium,Ahly SC,El Mokawloon
2016169,Mohamed El Sabahi,30 June Stadium,Talaea El Gaish,Zamalek
2016170,Mahmoud Ashour,Borg El Arab Stadium,El Nasr Tadeen,El Masry
2016171,Samir Osman,Tanta Stadium,Tanta SC,Smouha
2016172,Mohamed Maarouf,Aswan Stadium,Aswan SC,Petrojet
2016173,Mohamed Farouk,Petrosport Stadium,Wadi Degla,Ahly SC
2016174,Ahmed El Adawi,Borg El Arab Stadium,El Masry,El Sharkia
2016175,Amin Omar,Petrosport Stadium,Zamalek,El Nasr Tadeen
2016176,Mahmoud El Banna,El Shorta Stadium,El Dakhlia,Ittihad Alex
2016177,Gehad Grisha,Ismailia Stadium,Ismaily,Talaea El Gaish
2016178,Mahmoud Ashour,Arab Contractors Stadium,El Mokawloon,Entag El Harby
2016179,Said Hamza,Petrosport Stadium,Enppi SC,El Makasa
2016180,Mohamed Farouk,El Max,Smouha,Enppi SC
2016181,Mohamed El Sabahi,Suez Stadium,Petrojet,Tanta SC
2016182,Mohamed Farouk,Borg El Arab Stadium,Ittihad Alex,Aswan SC
2016183,Nader Kamar,Gehaz El Reyada Stadium,Talaea El Gaish,El Mokawloon
2016184,Mohamed Ali Shata,Aswan Stadium,El Nasr Tadeen,Ismaily
2016185,Amin Omar,El Salam Stadium,Entag El Harby,Wadi Degla
2016186,Samir Osman,Borg El Arab Stadium,El Makasa,El Masry
2016187,Amin Omar,El Ahly Stadium,Ahly SC,El Dakhlia
2016188,Mahmoud Ashour,El Salam Stadium,El Sharkia,Zamalek
2016189,Mahmoud Bassiouni,Tanta Stadium,Tanta SC,Enppi SC
2016190,Mahmoud Bassiouni,Ismailia Stadium,Ismaily,El Sharkia
2016191,Mahmoud El Banna,30 June Stadium,Wadi Degla,Talaea El Gaish
2016192,Samir Osman,Suez Stadium,Petrojet,Ittihad Alex
2016193,Mohamed Hassan,El Shorta Stadium,El Dakhlia,Entag El Harby
2016194,Mabrouk Nabil,Arab Contractors Stadium,El Mokawloon,El Nasr Tadeen
2016195,Mohamed Farouk,Petrosport Stadium,Zamalek,El Makasa
2016196,Mohamed El Sabahi,Aswan Stadium,Aswan SC,Ahly SC
2016197,Ibrahim Nour Eldin,Borg El Arab Stadium,El Masry,Smouha
2016198,Mohamed Abou-Khater,Banha Stadium,El Sharkia,El Mokawloon
2016199,Samir Osman,El Salam Stadium,Entag El Harby,Aswan SC
2016200,Abdelaziz El Sayed,Aswan Stadium,El Nasr Tadeen,Wadi Degla
2016201,Mohamed El Hanafy,Borg El Arab Stadium,Smouha,Zamalek
2016202,Awad Saafan,El Max,Ittihad Alex,Tanta SC
2016203,Mohamed Adel,Fayoum Stadium,El Makasa,Ismaily
2016204,Mohamed El Sabahi,El Max,Enppi SC,El Masry
2016205,Ibrahim Nour Eldin,Gehaz El Reyada Stadium,Talaea El Gaish,El Dakhlia
2016206,Mohamed Maarouf,El Ahly Stadium,Ahly SC,Petrojet
2016207,Mohamed El Hanafy,El Shorta Stadium,El Dakhlia,El Nasr Tadeen
2016208,Hesham Abdelhamid,30 June Stadium,Wadi Degla,El Sharkia
2016209,Amin Omar,Arab Contractors Stadium,El Mokawloon,El Makasa
2016210,Mohamed Farouk,Aswan Stadium,Aswan SC,Talaea El Gaish
2016211,Mohamed Maarouf,Petrosport Stadium,Zamalek,Enppi SC
2016212,Nader Kamar,Suez Stadium,Petrojet,Entag El Harby
2016213,Ibrahim Nour Eldin,Borg El Arab Stadium,Ittihad Alex,Ahly SC
2016214,Mohamed Adel,El Max,Tanta SC,El Masry
2016215,Mahmoud Ashour,Ismailia Stadium,Ismaily,Smouha
2016216,Gehad Grisha,Banha Stadium,El Sharkia,El Dakhlia
2016217,Ibrahim Nour Eldin,Aswan Stadium,El Nasr Tadeen,Aswan SC
2016218,Ahmed El Ghandour,Fayoum Stadium,El Makasa,Wadi Degla
2016219,Sabry Ibrahim,El Max,Smouha,El Mokawloon
2016220,Walid Abdelrazak,Gehaz El Reyada Stadium,Talaea El Gaish,Petrojet
2016221,Hesham Abdelhamid,Petrosport Stadium,Enppi SC,Ismaily
2016222,Mohamed Farouk,El Salam Stadium,Entag El Harby,Ittihad Alex
2016223,Samir Osman,Borg El Arab Stadium,El Masry,Zamalek
2016224,Mohamed El Hanafy,El Ahly Stadium,Ahly SC,Tanta SC
2016225,Mohamed El Sabahi,El Shorta Stadium,El Dakhlia,El Makasa
2016226,Mohamed Adel,Borg El Arab Stadium,Ittihad Alex,Talaea El Gaish
2016227,Mahmoud El Banna,Aswan Stadium,Aswan SC,El Sharkia
2016228,Walid Abdelaziz,Suez Stadium,Petrojet,El Nasr Tadeen
2016229,Mohamed Maarouf,Petrosport Stadium,Wadi Degla,Smouha
2016230,Mohamed Salama,Arab Contractors Stadium,El Mokawloon,Enppi SC
2016231,Awad Saafan,Mahalla Stadium,Tanta SC,Zamalek
2016232,Amin Omar,El Max,Ismaily,El Masry
2016233,Mahmoud Ashour,El Ahly Stadium,Ahly SC,Entag El Harby
2016234,Abdelaziz El Sayed,Fayoum Stadium,El Makasa,Aswan SC
2016235,Said Hamza,Banha Stadium,El Sharkia,Petrojet
2016236,Mohamed Ali Shata,Aswan Stadium,El Nasr Tadeen,Ittihad Alex
2016237,Mahmoud El Banna,Borg El Arab Stadium,Smouha,El Dakhlia
2016238,Mohamed El Hanafy,Petrosport Stadium,Zamalek,Ismaily
2016239,Ahmed El Ghandour,Borg El Arab Stadium,El Masry,El Mokawloon
2016240,Mohamed El Sabahi,El Salam Stadium,Entag El Harby,Tanta SC
2016241,Ibrahim Nour Eldin,Egyptian Army Stadium,Talaea El Gaish,Ahly SC
2016242,Ahmed El Adawi,Petrosport Stadium,Enppi SC,Wadi Degla
2016243,Amin Omar,Suez Stadium,Petrojet,El Makasa
2016244,Mohamed Abou-Khater,Tanta Stadium,Tanta SC,Ismaily
2016245,Samir Osman,Aswan Stadium,Aswan SC,Smouha
2016246,Mohamed Maarouf,Petrosport Stadium,El Mokawloon,Zamalek
2016247,Ahmed Hamdi,Borg El Arab Stadium,Ittihad Alex,El Sharkia
2016248,Mohamed Farouk,El Shorta Stadium,El Dakhlia,Enppi SC
2016249,Mohamed Adel,El Ahly Stadium,Ahly SC,El Nasr Tadeen
2016250,Mahmoud El Banna,Borg El Arab Stadium,Wadi Degla,El Masry
2016251,Mahmoud Bassiouni,El Salam Stadium,Entag El Harby,Talaea El Gaish
2016252,Mahmoud Bassiouni,El Salam Stadium,El Sharkia,Ahly SC
2016253,Hesham Abdelhamid,Borg El Arab Stadium,El Masry,El Dakhlia
2016254,Sameh Farouk,Borg El Arab Stadium,Smouha,Petrojet
2016255,Mohamed El Sabahi,Petrosport Stadium,Zamalek,Wadi Degla
2016256,Ibrahim Nour Eldin,Ismailia Stadium,Ismaily,El Mokawloon
2016257,Amin Omar,Aswan Stadium,El Nasr Tadeen,Entag El Harby
2016258,Mahmoud Ashour,Fayoum Stadium,El Makasa,Ittihad Alex
2016259,Awad Saafan,Petrosport Stadium,Enppi SC,Aswan SC
2016260,Mohamed El Hanafy,Gehaz El Reyada Stadium,Talaea El Gaish,Tanta SC
2016261,Samir Osman,Tanta Stadium,Tanta SC,El Mokawloon
2016262,Mohamed El Sabahi,Gehaz El Reyada Stadium,Talaea El Gaish,El Nasr Tadeen
2016263,Ibrahim Nour Eldin,El Salam Stadium,Entag El Harby,El Sharkia
2016264,,Suez Stadium,Petrojet,Enppi SC
2016265,Mohamed Adel,30 June Stadium,Wadi Degla,Ismaily
2016266,Mohamed El Hanafy,Borg El Arab Stadium,Aswan SC,El Masry
2016267,Amin Omar,Petrosport Stadium,El Dakhlia,Zamalek
2016268,Osama El Aref,El Max,Ittihad Alex,Smouha
2016269,Mohamed Farouk,Egyptian Army Stadium,Ahly SC,El Makasa
2016270,Mohamed Maarouf,Ismailia Stadium,Ismaily,El Dakhlia
2016271,Samir Osman,Petrosport Stadium,Zamalek,Aswan SC
2016272,Mohamed Farouk,Banha Stadium,El Sharkia,Talaea El Gaish
2016273,Mahmoud El Banna,Aswan Stadium,El Nasr Tadeen,Tanta SC
2016274,Mahmoud Ashour,Borg El Arab Stadium,Smouha,Ahly SC
2016275,Nader Kamar,Fayoum Stadium,El Makasa,Entag El Harby
2016276,Mahmoud Bassiouni,Borg El Arab Stadium,El Masry,Petrojet
2016277,Amr Ayed,Arab Contractors Stadium,El Mokawloon,Wadi Degla
2016278,Walid Abdelaziz,Petrosport Stadium,Enppi SC,Ittihad Alex
2016279,Gehad Grisha,Aswan Stadium,Aswan SC,Ismaily
2016280,Wael Farhan,Gehaz El Reyada Stadium,Talaea El Gaish,El Makasa
2016281,Hesham Abdelhamid,Mahalla Stadium,Tanta SC,Wadi Degla
2016282,Amin Omar,Aswan Stadium,El Nasr Tadeen,El Sharkia
2016283,Mohamed El Hanafy,El Shorta Stadium,El Dakhlia,El Mokawloon
2016284,Ahmed El Ghandour,Borg El Arab Stadium,Ittihad Alex,El Masry
2016285,,El Salam Stadium,Entag El Harby,Smouha
2016286,Mohamed Maarouf,Petrosport Stadium,Ahly SC,Enppi SC
2016287,Mohamed El Sabahi,Petrosport Stadium,Petrojet,Zamalek
2016288,Mahmoud El Banna,30 June Stadium,Wadi Degla,El Dakhlia
2016289,Mohamed Farouk,Arab Contractors Stadium,El Mokawloon,Aswan SC
2016290,Gehad Grisha,Fayoum Stadium,El Makasa,El Nasr Tadeen
2016291,Said Hamza,Tanta Stadium,Tanta SC,El Sharkia
2016292,,Petrosport Stadium,Enppi SC,Entag El Harby
2016293,Mabrouk Nabil,Ismailia Stadium,Ismaily,Petrojet
2016294,Osama Ismail,Borg El Arab Stadium,Smouha,Talaea El Gaish
2016295,Samir Osman,Borg El Arab Stadium,El Masry,Ahly SC
2016296,Mohamed Adel,Borg El Arab Stadium,Zamalek,Ittihad Alex
2016297,,Banha Stadium,El Sharkia,El Makasa
2016298,Mohamed El Sabahi,Aswan Stadium,Aswan SC,Wadi Degla
2016299,Mohamed Farouk,El Shorta Stadium,El Dakhlia,Tanta SC
2016300,Ekrami Alaa Eldin,Suez Stadium,Petrojet,El Mokawloon
2016301,,Gehaz El Reyada Stadium,Talaea El Gaish,Enppi SC
2016302,Mohamed Saber,Borg El Arab Stadium,Ittihad Alex,Ismaily
2016303,,Borg El Arab Stadium,Entag El Harby,El Masry
2016304,Mahmoud Roshdi,Aswan Stadium,El Nasr Tadeen,Smouha
2016305,Willie Collum,Borg El Arab Stadium,Ahly SC,Zamalek
