match_id,Referee,Stadium,Home team,Away team
2017073,Mohamed Hassan,Petrosport Stadium,Enppi SC,Ittihad Alex
2017074,Mohamed Salama,30 June Stadium,Wadi Degla,El Makasa
2017075,Mohamed El Sabahi,Tanta Stadium,Tanta SC,Ismaily
2017076,Mabrouk Nabil,Borg El Arab Stadium,Smouha,El Raja
2017077,Mohamed El Hanafy,El Salam Stadium,Entag El Harby,Ahly SC
2017078,Abdelaziz El Sayed,Suez Stadium,Petrojet,Talaea El Gaish
2017079,Ahmed El Ghandour,Cairo International Stadium,Zamalek,El Nasr
2017080,Mohamed Maarouf,Borg El Arab Stadium,El Masry,El Mokawloon
2017081,Tarek Magdi,Alexandria Stadium,Ittihad Alex,Tanta SC
2017082,Mahmoud El Banna,Alexandria Stadium,El Raja,Wadi Degla
2017083,Nader Kamar,Cairo International Stadium,El Makasa,Petrojet
2017084,Mohamed Adel,Borg El Arab Stadium,Alassiouty SC,El Masry
2017085,Ahmed El Adawi,Cairo International Stadium,El Nasr,Entag El Harby
2017086,Mohamed El Sabahi,Arab Contractors Stadium,El Mokawloon,Enppi SC
2017087,Mohamed El Hanafy,Ismailia Stadium,Ismaily,Smouha
2017088,Mohamed Farouk,Cairo International Stadium,Ahly SC,El Dakhlia
2017089,Mohamed El Sabahi,30 June Stadium,Talaea El Gaish,Zamalek
2017090,Amin Omar,Suez Stadium,Petrojet,El Raja
2017091,Tarek Samy,Gehaz El Reyada Stadium,Talaea El Gaish,El Nasr
2017092,Mohamed El Hanafy,Cairo International Stadium,Zamalek,El Makasa
2017093,Mohamed Adel,Tanta Stadium,Tanta SC,El Mokawloon
2017094,Said Hamza,Petrosport Stadium,Enppi SC,Alassiouty SC
2017095,Ahmed El Ghandour,Borg El Arab Stadium,El Masry,Ahly SC
2017096,Walid Abdelrazak,El Shorta Stadium,El Dakhlia,Entag El Harby
2017097,Mohamed El Sabahi,Borg El Arab Stadium,Smouha,Ittihad Alex
2017098,Mohamed Farouk,30 June Stadium,Wadi Degla,Ismaily
2017099,Mohamed Maarouf,30 June Stadium,Alassiouty SC,Tanta SC
2017100,Mohamed Adel,Alexandria Stadium,El Raja,Zamalek
2017101,Mohamed Farouk,Cairo International Stadium,Ahly SC,Enppi SC
2017102,Tarek Magdi,Ismailia Stadium,Ismaily,Petrojet
2017103,Gehad Grisha,Alexandria Stadium,Ittihad Alex,Wadi Degla
2017104,Ahmed El Ghandour,Arab Contractors Stadium,El Mokawloon,Smouha
2017105,Hossam El Gallad,Cairo International Stadium,El Nasr,El Dakhlia
2017106,Nader Kamar,Borg El Arab Stadium,Entag El Harby,El Masry
2017107,Ibrahim Nour Eldin,Cairo International Stadium,El Makasa,Talaea El Gaish
2017108,Mohamed El Hanafy,30 June Stadium,Talaea El Gaish,El Raja
2017109,Gehad Grisha,Borg El Arab Stadium,El Masry,El Dakhlia
2017110,Mohamed Salama,Petrosport Stadium,Enppi SC,Entag El Harby
2017111,Mahmoud Bassiouni,Cairo International Stadium,El Makasa,El Nasr
2017112,Mahmoud Ashour,30 June Stadium,Wadi Degla,El Mokawloon
2017113,Mohamed Farouk,Cairo International Stadium,Zamalek,Ismaily
2017114,Tarek Samy,Borg El Arab Stadium,Smouha,Alassiouty SC
2017115,Mahmoud El Banna,Mahalla Stadium,Tanta SC,Ahly SC
2017116,Sabry Ibrahim,Suez Stadium,Petrojet,Ittihad Alex
2017117,Tarek Magdi,Borg El Arab Stadium,El Nasr,El Masry
2017118,Abdelaziz El Sayed,El Shorta Stadium,El Dakhlia,Enppi SC
2017119,Ahmed El Ghandour,Alexandria Stadium,El Raja,El Makasa
2017120,Mahmoud El Banna,Ismailia Stadium,Ismaily,Talaea El Gaish
2017121,,El Salam Stadium,Entag El Harby,Tanta SC
2017122,Nader Kamar,Arab Contractors Stadium,El Mokawloon,Petrojet
2017123,Mahmoud Nagy,30 June Stadium,Alassiouty SC,Wadi Degla
2017124,Mohamed El Sabahi,Alexandria Stadium,Ittihad Alex,Zamalek
2017125,Mahmoud Ashour,Cairo International Stadium,Ahly SC,Smouha
2017126,Mohamed Farouk,Borg El Arab Stadium,Enppi SC,El Masry
2017127,Ibrahim Nour Eldin,Tanta Stadium,Tanta SC,El Dakhlia
2017128,Mohamed Maarouf,Cairo International Stadium,El Makasa,Ismaily
2017129,Gehad Grisha,Alexandria Stadium,El Raja,El Nasr
2017130,Ahmed Hamdi,Suez Stadium,Petrojet,Alassiouty SC
2017131,Mohamed Adel,Borg El Arab Stadium,Smouha,Entag El Harby
2017132,Mahmoud Ashour,30 June Stadium,Talaea El Gaish,Ittihad Alex
2017133,Mohamed El Hanafy,Petrosport Stadium,Wadi Degla,Ahly SC
2017134,Amin Omar,Cairo International Stadium,Zamalek,El Mokawloon
2017135,Said Hamza,Petrosport Stadium,Enppi SC,El Nasr
2017136,Mohamed Abou-Khater,Ismailia Stadium,Ismaily,El Raja
2017137,Mahmoud El Banna,Borg El Arab Stadium,El Masry,Tanta SC
2017138,Gehad Grisha,Alexandria Stadium,Ittihad Alex,El Makasa
2017139,Mohamed Maarouf,Borg El Arab Stadium,Ahly SC,Petrojet
2017140,Mahmoud Ashour,30 June Stadium,Alassiouty SC,Zamalek
2017141,Tarek Magdi,El Shorta Stadium,El Dakhlia,Smouha
2017142,Ibrahim Nour Eldin,Arab Contractors Stadium,El Mokawloon,Talaea El Gaish
2017143,Ahmed El Ghandour,El Salam Stadium,Entag El Harby,Wadi Degla
2017144,Mahmoud El Banna,Alexandria Stadium,Ittihad Alex,El Raja
2017145,Mohamed El Hanafy,Petrosport Stadium,El Makasa,El Mokawloon
2017146,Mohamed Farouk,Tanta Stadium,Tanta SC,Enppi SC
2017147,Amin Omar,Borg El Arab Stadium,Smouha,El Masry
2017148,Mohamed Saber,Suez Stadium,Petrojet,Entag El Harby
2017149,Tarek Samy,30 June Stadium,Wadi Degla,El Dakhlia
2017150,Davide Massa,Cairo International Stadium,Zamalek,Ahly SC
2017151,Mohamed Youssef,30 June Stadium,Talaea El Gaish,Alassiouty SC
2017152,Mahmoud Bassiouni,Cairo International Stadium,El Nasr,Ismaily
2017153,Amin Omar,Cairo International Stadium,El Makasa,Alassiouty SC
2017154,Mohamed El Sabahi,Alexandria Stadium,El Raja,El Mokawloon
2017155,Mohamed Maarouf,Ismailia Stadium,Ismaily,Ittihad Alex
2017156,Mahmoud Ashour,Cairo International Stadium,El Nasr,Tanta SC
2017157,Mahmoud El Banna,Suez Stadium,Petrojet,El Dakhlia
2017158,Ahmed El Adawi,Borg El Arab Stadium,Smouha,Enppi SC
2017159,Mohamed El Hanafy,Cairo International Stadium,Zamalek,Entag El Harby
2017160,Mohamed Adel,Borg El Arab Stadium,Wadi Degla,El Masry
2017161,Ahmed El Ghandour,30 June Stadium,Talaea El Gaish,Ahly SC
2017162,Mohamed Maarouf,30 June Stadium,Alassiouty SC,El Raja
2017163,Mohamed Abou-Khater,Borg El Arab Stadium,Ittihad Alex,El Nasr
2017164,Mohamed Farouk,Arab Contractors Stadium,El Mokawloon,Ismaily
2017165,Amin Omar,El Salam Stadium,El Dakhlia,Zamalek
2017166,Mahmoud El Banna,Tanta Stadium,Tanta SC,Smouha
2017167,Mohamed El Sabahi,Borg El Arab Stadium,El Masry,Petrojet
2017168,Tarek Magdi,Petrosport Stadium,Enppi SC,Wadi Degla
2017169,Walid Abdelaziz,El Salam Stadium,Entag El Harby,Talaea El Gaish
2017170,Mahmoud Ashour,Cairo International Stadium,Ahly SC,El Makasa
2017171,Mohamed Salama,Borg El Arab Stadium,Ittihad Alex,El Mokawloon
2017172,Mahmoud El Banna,Ismailia Stadium,Ismaily,Alassiouty SC
2017173,Mahmoud Wafa,Cairo International Stadium,El Nasr,Smouha
2017174,Mohamed Maarouf,Petrosport Stadium,Wadi Degla,Tanta SC
2017175,Abdelaziz El Sayed,30 June Stadium,Talaea El Gaish,El Dakhlia
2017176,Sobhy El Amrawy,Suez Stadium,Petrojet,Enppi SC
2017177,Mohamed Farouk,Borg El Arab Stadium,Zamalek,El Masry
2017178,Tarek Samy,Alexandria Stadium,El Raja,Ahly SC
2017179,Ahmed El Ghandour,Cairo International Stadium,El Makasa,Entag El Harby
2017180,Mohamed Hassan,30 June Stadium,Alassiouty SC,Ittihad Alex
2017181,Ibrahim Mahgoub,Arab Contractors Stadium,El Mokawloon,El Nasr
2017182,Tarek Magdi,Tanta Stadium,Tanta SC,Petrojet
2017183,Ahmed El Ghandour,Borg El Arab Stadium,Smouha,Wadi Degla
2017184,Walid Abdelrazak,El Salam Stadium,Entag El Harby,El Raja
2017185,Hossam El Gallad,Cairo International Stadium,El Makasa,El Dakhlia
2017186,Amin Omar,Borg El Arab Stadium,Ahly SC,Ismaily
2017187,Mahmoud Ashour,Borg El Arab Stadium,El Masry,Talaea El Gaish
2017188,Mohamed Adel,Petrosport Stadium,Enppi SC,Zamalek
2017189,Mahmoud Bassiouni,Arab Contractors Stadium,El Mokawloon,Alassiouty SC
2017190,Mohamed Abou-Khater,Suez Stadium,Petrojet,Smouha
2017191,Mohamed El Hanafy,Cairo International Stadium,El Nasr,Wadi Degla
2017192,Ibrahim Nour Eldin,El Max,El Raja,El Dakhlia
2017193,Mohamed Maarouf,Ismailia Stadium,Ismaily,Entag El Harby
2017194,Mohamed Farouk,30 June Stadium,Talaea El Gaish,Enppi SC
2017195,Mahmoud El Banna,Borg El Arab Stadium,Ittihad Alex,Ahly SC
2017196,Ahmed El Ghandour,Cairo International Stadium,Zamalek,Tanta SC
2017197,Amin Omar,Borg El Arab Stadium,El Makasa,El Masry
2017198,Mohamed El Sabahi,El Shorta Stadium,El Dakhlia,Ismaily
2017199,Mahmoud Bassiouni,30 June Stadium,Wadi Degla,Petrojet
2017200,Mohamed Farouk,El Salam Stadium,Entag El Harby,Ittihad Alex
2017201,Ahmed El Adawi,30 June Stadium,Alassiouty SC,El Nasr
2017202,Mahmoud Ashour,Borg El Arab Stadium,Smouha,Zamalek
2017203,Mohamed Adel,Tanta Stadium,Tanta SC,Talaea El Gaish
2017204,Mohamed El Hanafy,Cairo International Stadium,Ahly SC,El Mokawloon
2017205,Mohamed Farouk,Borg El Arab Stadium,El Masry,El Raja
2017206,Mohamed Abou-Khater,Cairo International Stadium,El Makasa,Enppi SC
2017207,Ahmed Hamdi,Borg El Arab Ground,El Raja,Enppi SC
2017208,Mohamed Maarouf,Cairo International Stadium,Zamalek,Wadi Degla
2017209,Amin Omar,Borg El Arab Stadium,Ittihad Alex,El Dakhlia
2017210,Mabrouk Nabil,Cairo International Stadium,El Nasr,Petrojet
2017211,Ibrahim Nour Eldin,Cairo International Stadium,El Makasa,Tanta SC
2017212,Mohamed El Sabahi,Borg El Arab Stadium,Alassiouty SC,Ahly SC
2017213,Mahmoud El Banna,30 June Stadium,Talaea El Gaish,Smouha
2017214,Said Hamza,Arab Contractors Stadium,El Mokawloon,Entag El Harby
2017215,Mahmoud El Banna,Borg El Arab Stadium,Ismaily,El Masry
2017216,Mohamed Adel,Petrosport Stadium,Enppi SC,Ismaily
2017217,Amin Omar,Egyptian Army Stadium,Petrojet,Zamalek
2017218,Mahmoud Nagy,Cairo International Stadium,Ahly SC,El Nasr
2017219,Mohamed El Hanafy,Tanta Stadium,Tanta SC,El Raja
2017220,Abdelaziz El Sayed,El Salam Stadium,Entag El Harby,Alassiouty SC
2017221,Hesham El Fallal,El Shorta Stadium,El Dakhlia,El Mokawloon
2017222,Mahmoud Ashour,30 June Stadium,Wadi Degla,Talaea El Gaish
2017223,Mohamed Adel,Borg El Arab Stadium,El Masry,Ittihad Alex
2017224,Gehad Grisha,Borg El Arab Stadium,Smouha,El Makasa
2017225,Mohamed Maarouf,Borg El Arab Stadium,Ittihad Alex,Enppi SC
2017226,Ibrahim Nour Eldin,Cairo International Stadium,El Nasr,Zamalek
2017227,Tarek Samy,30 June Stadium,Talaea El Gaish,Petrojet
2017228,Walid Abdelaziz,Borg El Arab Ground,El Raja,Smouha
2017229,Mohamed Abou-Khater,30 June Stadium,Alassiouty SC,El Dakhlia
2017230,Amin Omar,Ismailia Stadium,Ismaily,Tanta SC
2017231,Mohamed Farouk,Cairo International Stadium,Ahly SC,Entag El Harby
2017232,Ahmed El Ghandour,Borg El Arab Stadium,El Mokawloon,El Masry
2017233,Mohamed El Hanafy,Cairo International Stadium,El Makasa,Wadi Degla
2017234,Mohamed Adel,Cairo International Stadium,Zamalek,Talaea El Gaish
2017235,Mahmoud El Banna,Tanta Stadium,Tanta SC,Ittihad Alex
2017236,Mohamed El Hanafy,Petrosport Stadium,El Dakhlia,Ahly SC
2017237,Mohamed El Sabahi,30 June Stadium,Wadi Degla,El Raja
2017238,Wael Farhan,El Salam Stadium,Entag El Harby,El Nasr
2017239,Gehad Grisha,Borg El Arab Stadium,Smouha,Ismaily
2017240,Mahmoud Ashour,Petrosport Stadium,Enppi SC,El Mokawloon
2017241,Tarek Magdi,Suez Stadium,Petrojet,El Makasa
2017242,Ibrahim Nour Eldin,Borg El Arab Stadium,El Masry,Alassiouty SC
2017243,Mohamed El Hanafy,Arab Contractors Stadium,El Mokawloon,Tanta SC
2017244,Amin Omar,Borg El Arab Stadium,Ittihad Alex,Smouha
2017245,Ibrahim Nour Eldin,El Salam Stadium,Entag El Harby,El Dakhlia
2017246,Mahmoud Bassiouni,30 June Stadium,Alassiouty SC,Enppi SC
2017247,Mohamed Abou-Khater,Ismailia Stadium,Ismaily,Wadi Degla
2017248,Tarek Samy,Borg El Arab Ground,El Raja,Petrojet
2017249,Mohamed El Sabahi,Cairo International Stadium,El Nasr,Talaea El Gaish
2017250,Mohamed Adel,Egyptian Army Stadium,El Makasa,Zamalek
2017251,Ibrahim Nour Eldin,Borg El Arab Stadium,Ahly SC,El Masry
2017252,Mohamed Maarouf,Petrosport Stadium,Enppi SC,Ahly SC
2017253,Mohamed El Hanafy,Borg El Arab Stadium,El Masry,Entag El Harby
2017254,Ahmed El Ghandour,30 June Stadium,Talaea El Gaish,El Makasa
2017255,Mohamed Adel,Tanta Stadium,Tanta SC,Alassiouty SC
2017256,Ibrahim Nour Eldin,30 June Stadium,Wadi Degla,Ittihad Alex
2017257,Mahmoud El Banna,Cairo International Stadium,Zamalek,El Raja
2017258,Amin Omar,Suez Stadium,Petrojet,Ismaily
2017259,Mohamed Farouk,Borg El Arab Stadium,Smouha,El Mokawloon
2017260,Ahmed El Adawi,El Shorta Stadium,El Dakhlia,El Nasr
2017261,Mohamed Farouk,Borg El Arab Ground,El Raja,Talaea El Gaish
2017262,Tarek Magdi,30 June Stadium,Alassiouty SC,Smouha
2017263,Amin Omar,Arab Contractors Stadium,El Mokawloon,Wadi Degla
2017264,Walid Abdelaziz,Cairo International Stadium,El Nasr,El Makasa
2017265,Mahmoud Ashour,Borg El Arab Stadium,Ittihad Alex,Petrojet
2017266,Said Hamza,El Salam Stadium,Entag El Harby,Enppi SC
2017267,Mohamed El Sabahi,Ismailia Stadium,Ismaily,Zamalek
2017268,Ibrahim Nour Eldin,Cairo International Stadium,Ahly SC,Tanta SC
2017269,Mohamed Maarouf,Borg El Arab Stadium,El Dakhlia,El Masry
2017270,,Suez Stadium,Petrojet,El Mokawloon
2017271,Mahmoud Ashour,30 June Stadium,Wadi Degla,Alassiouty SC
2017272,Tarek Magdi,Petrosport Stadium,Enppi SC,El Dakhlia
2017273,Mohamed Farouk,Tanta Stadium,Tanta SC,Entag El Harby
2017274,Mohamed Maarouf,30 June Stadium,Talaea El Gaish,Ismaily
2017275,Mohamed El Hanafy,Borg El Arab Stadium,Smouha,Ahly SC
2017276,Mahmoud Wafa,Borg El Arab Stadium,El Masry,El Nasr
2017277,Ahmed El Ghandour,Cairo International Stadium,Zamalek,Ittihad Alex
2017278,Mohamed El Sabahi,Cairo International Stadium,El Makasa,El Raja
2017279,Ahmed Hamed Fahim,30 June Stadium,Alassiouty SC,Petrojet
2017280,Hassan El Sindbisi,Borg El Arab Stadium,Ittihad Alex,Talaea El Gaish
2017281,Mohamed El Hanafy,Cairo International Stadium,El Nasr,El Raja
2017282,Amin Omar,El Shorta Stadium,El Dakhlia,Tanta SC
2017283,,El Salam Stadium,Entag El Harby,Smouha
2017284,Mohamed El Sabahi,Cairo International Stadium,Ahly SC,Wadi Degla
2017285,Mahmoud Nagy,Ismailia Stadium,Ismaily,El Makasa
2017286,Ibrahim Nour Eldin,Petrosport Stadium,El Mokawloon,Zamalek
2017287,Mohamed Farouk,Borg El Arab Stadium,El Masry,Enppi SC
2017288,Mohamed El Hanafy,Borg El Arab Stadium,Tanta SC,El Masry
2017289,,Alexandria Stadium,Smouha,El Dakhlia
2017290,Mohamed Adel,30 June Stadium,Wadi Degla,Entag El Harby
2017291,,Cairo International Stadium,El Nasr,Enppi SC
2017292,Tarek Samy,Borg El Arab Ground,El Raja,Ismaily
2017293,Mohamed Farouk,Egyptian Army Stadium,Petrojet,Ahly SC
2017294,Tarek Magdi,Cairo International Stadium,Zamalek,Alassiouty SC
2017295,Mohamed Abdelhafez,30 June Stadium,Talaea El Gaish,El Mokawloon
2017296,,Cairo International Stadium,El Makasa,Ittihad Alex
2017297,Mahmoud Roshdi,Petrosport Stadium,Enppi SC,Tanta SC
2017298,,El Shorta Stadium,El Dakhlia,Wadi Degla
2017299,Mohamed El Sabahi,Borg El Arab Stadium,El Masry,Smouha
2017300,Mohamed Salama,30 June Stadium,Alassiouty SC,Talaea El Gaish
2017301,Mohamed El Hanafy,Cairo International Stadium,Ahly SC,Zamalek
2017302,,Borg El Arab Ground,El Raja,Ittihad Alex
2017303,Mabrouk Nabil,Ismailia Stadium,Ismaily,El Nasr
2017304,,Arab Contractors Stadium,El Mokawloon,El Makasa
2017305,,El Salam Stadium,Entag El Harby,Petrojet
