match_id,Referee,Stadium,Home team,Away team
2018024,Mohamed Adel,Egyptian Army Stadium,El Makasa,Zamalek
2018025,Mahmoud Nagy,Alexandria Stadium,Ittihad Alex,Ismaily
2018026,Mohamed El Hanafy,El Ahly Stadium,Ahly SC,Wadi Degla
2018027,Tarek Samy,Cairo Military Academy Stadium,Wadi Degla,Petrojet
2018028,Abdelaziz El Sayed,Arab Contractors Stadium,El Mokawloon,Enppi SC
2018029,Mahmoud El Banna,Ismailia Stadium,Ismaily,El Makasa
2018030,Tarek Magdi,El Max,Harras Hodoud,Ahly SC
2018031,Mohamed Maarouf,Borg El Arab Stadium,El Masry,Ittihad Alex
2018032,Ibrahim Nour Eldin,Borg El Arab Stadium,Smouha,Talaea El Gaish
2018033,Mohamed El Hanafy,30 June Stadium,Pyramids FC,El Dakhlia
2018034,Mahmoud Wafa,El Salam Stadium,Entag El Harby,El Gouna
2018035,Gehad Grisha,Petrosport Stadium,Zamalek,Nogoom FC
2018036,Mohamed El Sabahi,Suez Stadium,Petrojet,Harras Hodoud
2018037,Ahmed El Ghandour,Petrosport Stadium,Nogoom FC,Ismaily
2018038,Mahmoud Nagy,Khaled Bichara Stadium,El Gouna,El Dakhlia
2018039,Mohamed Adel,Gehaz El Reyada Stadium,Talaea El Gaish,El Mokawloon
2018040,Mohamed Maarouf,Petrosport Stadium,Enppi SC,Zamalek
2018041,Mahmoud El Banna,Borg El Arab Stadium,Smouha,Pyramids FC
2018042,Ibrahim Nour Eldin,Cairo International Stadium,Ahly SC,Entag El Harby
2018043,Amin Omar,Borg El Arab Stadium,El Makasa,El Masry
2018044,Mohamed El Hanafy,Alexandria Stadium,Ittihad Alex,Wadi Degla
2018045,Mohamed Adel,Borg El Arab Stadium,El Masry,Nogoom FC
2018046,Mahmoud Bassiouni,El Salam Stadium,Entag El Harby,Petrojet
2018047,Gehad Grisha,El Max,Harras Hodoud,Ittihad Alex
2018048,Amin Omar,Arab Contractors Stadium,El Mokawloon,Smouha
2018049,Abdelaziz El Sayed,30 June Stadium,Pyramids FC,El Gouna
2018050,Mohamed Salama,Petrosport Stadium,Wadi Degla,El Makasa
2018051,Mohamed El Sabahi,Ismailia Stadium,Ismaily,Enppi SC
2018052,Mohamed El Hanafy,Petrosport Stadium,Zamalek,Talaea El Gaish
2018053,Amin Omar,Petrosport Stadium,El Dakhlia,Ahly SC
2018054,Ahmed Hamdi,Suez Stadium,Petrojet,El Dakhlia
2018055,Amin Omar,Alexandria Stadium,Ittihad Alex,Entag El Harby
2018056,Sadok Selmi,Arab Contractors Stadium,El Mokawloon,Pyramids FC
2018057,Mohamed Maarouf,Gehaz El Reyada Stadium,El Makasa,Harras Hodoud
2018058,Mahmoud El Banna,Gehaz El Reyada Stadium,Talaea El Gaish,Ismaily
2018059,Mohamed El Sabahi,Borg El Arab Stadium,Smouha,Zamalek
2018060,Said Hamza,Petrosport Stadium,Nogoom FC,Wadi Degla
2018061,Tarek Magdi,Petrosport Stadium,Enppi SC,El Masry
2018062,Mohamed Adel,El Ahly Stadium,Ahly SC,El Gouna
2018063,Mohamed Youssef,El Shorta Stadium,El Dakhlia,Ittihad Alex
2018064,Mohamed Adel,Arab Contractors Stadium,Entag El Harby,El Makasa
2018065,Tarek Magdi,Suez Stadium,Petrojet,El Gouna
2018066,Mohamed Maarouf,Ismailia Stadium,Ismaily,Smouha
2018067,Tarek Samy,El Max,Harras Hodoud,Nogoom FC
2018068,Amin Omar,Petrosport Stadium,Zamalek,El Mokawloon
2018069,Mahmoud Nagy,Petrosport Stadium,Wadi Degla,Enppi SC
2018070,Mahmoud Ashour,Borg El Arab Stadium,El Masry,Talaea El Gaish
2018071,Danilo Grujic,30 June Stadium,Pyramids FC,Ahly SC
2018072,Mohamed El Sabahi,Petrosport Stadium,Nogoom FC,Entag El Harby
2018073,Mabrouk Nabil,Arab Contractors Stadium,El Makasa,El Dakhlia
2018074,Ahmed Hamdi,Petrosport Stadium,Enppi SC,Harras Hodoud
2018075,Mahmoud El Banna,Alexandria Stadium,Ittihad Alex,El Gouna
2018076,Gehad Grisha,Gehaz El Reyada Stadium,Talaea El Gaish,Wadi Degla
2018077,Mahmoud El Banna,Suez Stadium,Petrojet,Ahly SC
2018078,Mohamed El Sabahi,Borg El Arab Stadium,Smouha,El Masry
2018079,Tarek Magdi,Arab Contractors Stadium,El Mokawloon,Ismaily
2018080,Gianluca Rocchi,Petrosport Stadium,Zamalek,Pyramids FC
2018081,Mohamed Adel,30 June Stadium,Pyramids FC,Petrojet
2018082,Ahmed El Adawi,El Shorta Stadium,El Dakhlia,Nogoom FC
2018083,Mahmoud Bassiouni,El Salam Stadium,Entag El Harby,Enppi SC
2018084,Mahmoud Ashour,Khaled Bichara Stadium,El Gouna,El Makasa
2018085,Mohamed El Hanafy,El Max,Harras Hodoud,Talaea El Gaish
2018086,Ahmed El Ghandour,Petrosport Stadium,Wadi Degla,Smouha
2018087,Mohamed Maarouf,El Ahly Stadium,Ahly SC,Ittihad Alex
2018088,Mohamed Maarouf,Egyptian Army Stadium,El Masry,El Mokawloon
2018089,Novak Simovic,Egyptian Army Stadium,Ismaily,Zamalek
2018090,Mohamed Maarouf,Gehaz El Reyada Stadium,Talaea El Gaish,Entag El Harby
2018091,Mahmoud Bassiouni,Petrosport Stadium,Nogoom FC,El Gouna
2018092,Tarek Samy,Arab Contractors Stadium,El Mokawloon,Wadi Degla
2018093,Ibrahim Nour Eldin,Borg El Arab Stadium,Smouha,Harras Hodoud
2018094,Mohamed El Hanafy,Ismailia Stadium,Ismaily,Pyramids FC
2018095,Walid Abdelrazak,Petrosport Stadium,Enppi SC,El Dakhlia
2018096,Mahmoud Ashour,Alexandria Stadium,Ittihad Alex,Petrojet
2018097,Ahmed El Ghandour,Borg El Arab Stadium,Zamalek,El Masry
2018098,Mahmoud Ashour,Borg El Arab Stadium,El Makasa,Ahly SC
2018099,Mohamed Maarouf,El Max,Harras Hodoud,El Mokawloon
2018100,Mohamed Salama,Suez Stadium,Petrojet,El Makasa
2018101,Mahmoud Ashour,Petrosport Stadium,Wadi Degla,Zamalek
2018102,Mohamed Hassan,El Shorta Stadium,El Dakhlia,Talaea El Gaish
2018103,Said Hamza,Khaled Bichara Stadium,El Gouna,Enppi SC
2018104,Mahmoud El Banna,El Salam Stadium,Entag El Harby,Smouha
2018105,Gehad Grisha,30 June Stadium,Pyramids FC,Ittihad Alex
2018106,Amin Omar,Ismailia Stadium,Ismaily,El Masry
2018107,Mahmoud Ashour,El Ahly Stadium,Ahly SC,Nogoom FC
2018108,Tarek Samy,Petrosport Stadium,Zamalek,Harras Hodoud
2018109,Sobhy El Amrawy,Petrosport Stadium,Nogoom FC,Petrojet
2018110,Mohamed Adel,Gehaz El Reyada Stadium,Talaea El Gaish,El Gouna
2018111,Mahmoud Nagy,Borg El Arab Stadium,Smouha,El Dakhlia
2018112,Gehad Grisha,Arab Contractors Stadium,El Mokawloon,Entag El Harby
2018113,Ibrahim Nour Eldin,Ismailia Stadium,Ismaily,Wadi Degla
2018114,Mohamed El Hanafy,Arab Contractors Stadium,El Makasa,Ittihad Alex
2018115,Tore Hansen,Ismailia Stadium,El Masry,Pyramids FC
2018116,Mohamed El Sabahi,Petrosport Stadium,Enppi SC,Ahly SC
2018117,Mohamed Adel,El Salam Stadium,Entag El Harby,Zamalek
2018118,Ahmed El Ghandour,Khaled Bichara Stadium,El Gouna,Smouha
2018119,Mohamed El Sabahi,El Max,Harras Hodoud,Ismaily
2018120,Mahmoud El Banna,Suez Stadium,Petrojet,Enppi SC
2018121,Gehad Grisha,Petrosport Stadium,Wadi Degla,El Masry
2018122,Mahmoud Bassiouni,El Shorta Stadium,El Dakhlia,El Mokawloon
2018123,Walid Abdelaziz,Alexandria Stadium,Ittihad Alex,Nogoom FC
2018124,Amin Omar,30 June Stadium,Pyramids FC,El Makasa
2018125,Mohamed El Hanafy,El Ahly Stadium,Ahly SC,Talaea El Gaish
2018126,Ahmed El Adawi,Arab Contractors Stadium,El Mokawloon,El Gouna
2018127,Mohamed Adel,Petrosport Stadium,Enppi SC,Ittihad Alex
2018128,Mohamed Abou-Khater,Petrosport Stadium,Nogoom FC,El Makasa
2018129,Amin Omar,Gehaz El Reyada Stadium,Talaea El Gaish,Petrojet
2018130,Ahmed Hamdi,El Max,Harras Hodoud,El Masry
2018131,Mohamed Maarouf,Ismailia Stadium,Ismaily,Entag El Harby
2018132,Mohamed El Sabahi,Petrosport Stadium,Wadi Degla,Pyramids FC
2018133,Mohamed El Hanafy,Petrosport Stadium,Zamalek,El Dakhlia
2018134,Mohamed Adel,Borg El Arab Stadium,Smouha,Ahly SC
2018135,Mohamed Youssef,Arab Contractors Stadium,El Makasa,Enppi SC
2018136,Mahmoud Ashour,Alexandria Stadium,Ittihad Alex,Talaea El Gaish
2018137,Said Hamza,El Salam Stadium,Entag El Harby,El Masry
2018138,Mahmoud Desouki,El Max,Harras Hodoud,Wadi Degla
2018139,Mahmoud Wafa,Suez Stadium,Petrojet,Smouha
2018140,Ibrahim Nour Eldin,Petrosport Stadium,Zamalek,El Gouna
2018141,Gehad Grisha,El Ahly Stadium,Ahly SC,El Mokawloon
2018142,Slim Belkhouas,Petrosport Stadium,Nogoom FC,Pyramids FC
2018143,Mahmoud Nagy,El Shorta Stadium,El Dakhlia,Ismaily
2018144,Ahmed Abdallah,Arab Contractors Stadium,El Mokawloon,Petrojet
2018145,Ibrahim Nour Eldin,Unbekannt,El Masry,El Dakhlia
2018146,Haythem Guirat,30 June Stadium,Pyramids FC,Harras Hodoud
2018147,Nader Kamar,Petrosport Stadium,Wadi Degla,Entag El Harby
2018148,Gehad Grisha,Borg El Arab Stadium,Smouha,Ittihad Alex
2018149,Hesham El Fallal,Petrosport Stadium,Enppi SC,Nogoom FC
2018150,Mohamed Adel,Gehaz El Reyada Stadium,Talaea El Gaish,El Makasa
2018151,Istvan Kovacs,Borg El Arab Stadium,Zamalek,Ahly SC
2018152,Ibrahim Nour Eldin,Egyptian Army Stadium,Ismaily,El Gouna
2018153,Hossam El Gallad,Petrosport Stadium,Wadi Degla,El Dakhlia
2018154,Ahmed Hamdi,Arab Contractors Stadium,El Mokawloon,Ittihad Alex
2018155,Mahmoud El Banna,Borg El Arab Stadium,Smouha,El Makasa
2018156,Rédouane Jiyed,30 June Stadium,Pyramids FC,Enppi SC
2018157,Mohamed Abbas Kabil,El Max,Harras Hodoud,Entag El Harby
2018158,Ibrahim Nour Eldin,Gehaz El Reyada Stadium,Talaea El Gaish,Nogoom FC
2018159,Mohamed Maarouf,Petrosport Stadium,Zamalek,Petrojet
2018160,Ahmed El Adawi,Ismailia Stadium,El Masry,El Gouna
2018161,Mohamed Maarouf,Borg El Arab Stadium,Ismaily,Ahly SC
2018162,Mohamed El Tabei,Khaled Bichara Stadium,El Gouna,Wadi Degla
2018163,Mahmoud Ashour,Borg El Arab Stadium,Ittihad Alex,Zamalek
2018164,Amin Omar,Petrosport Stadium,Enppi SC,Talaea El Gaish
2018165,Ibrahim Mahgoub,El Shorta Stadium,El Dakhlia,Harras Hodoud
2018166,Mohamed Abou-Khater,Arab Contractors Stadium,El Makasa,El Mokawloon
2018167,Mehrez Melki,El Salam Stadium,Entag El Harby,Pyramids FC
2018168,Gehad Grisha,Petrosport Stadium,Nogoom FC,Smouha
2018169,Mohamed El Sabahi,Gehaz El Reyada Stadium,Petrojet,Ismaily
2018170,Roberto García Orozco,El Max,Ahly SC,El Masry
2018171,Mohamed El Hanafy,Arab Contractors Stadium,El Mokawloon,Nogoom FC
2018172,Omar Mohamed Al-Ali,30 June Stadium,Pyramids FC,Talaea El Gaish
2018173,Mohamed Adel,El Max,Harras Hodoud,El Gouna
2018174,Mahmoud Nagy,Borg El Arab Stadium,Smouha,Enppi SC
2018175,Mahmoud El Banna,El Salam Stadium,Entag El Harby,El Dakhlia
2018176,Gehad Grisha,Ismailia Stadium,Ismaily,Ittihad Alex
2018177,Ahmed El Ghandour,Petrosport Stadium,Wadi Degla,Ahly SC
2018178,Mahmoud El Banna,Petrosport Stadium,Zamalek,El Makasa
2018179,Said Hamza,Egyptian Army Stadium,El Masry,Petrojet
2018180,Ahmed El Adawi,Petrosport Stadium,Enppi SC,El Mokawloon
2018181,Mahmoud Ashour,Gehaz El Reyada Stadium,Talaea El Gaish,Smouha
2018182,Mohamed El Hanafy,Egyptian Army Stadium,Ittihad Alex,El Masry
2018183,Youssef Essrairi,El Shorta Stadium,El Dakhlia,Pyramids FC
2018184,Sobhy El Amrawy,Suez Stadium,Petrojet,Wadi Degla
2018185,Mohamed Salama,Khaled Bichara Stadium,El Gouna,Entag El Harby
2018186,Tarek Magdi,Arab Contractors Stadium,El Makasa,Ismaily
2018187,Mohamed Maarouf,El Ahly Stadium,Ahly SC,Harras Hodoud
2018188,Mohamed Adel,Petrosport Stadium,Nogoom FC,Zamalek
2018189,Mahmoud Ashour,Petrosport Stadium,Wadi Degla,Ittihad Alex
2018190,Mahmoud Bassiouni,El Shorta Stadium,El Dakhlia,El Gouna
2018191,Mohamed Adel,Egyptian Army Stadium,El Masry,El Makasa
2018192,Novak Simovic,30 June Stadium,Pyramids FC,Smouha
2018193,Mohamed Abou-Khater,El Max,Harras Hodoud,Petrojet
2018194,Mohamed El Sabahi,Arab Contractors Stadium,El Mokawloon,Talaea El Gaish
2018195,Ahmed Hamdi,Gehaz El Reyada Stadium,Ismaily,Nogoom FC
2018196,Mohamed El Hanafy,Petrosport Stadium,Entag El Harby,Ahly SC
2018197,Tarek Magdi,Petrosport Stadium,Zamalek,Enppi SC
2018198,Ibrahim Nour Eldin,Arab Contractors Stadium,El Makasa,Wadi Degla
2018199,Fran Jovic,Khaled Bichara Stadium,El Gouna,Pyramids FC
2018200,Mohamed Adel,Borg El Arab Stadium,Smouha,El Mokawloon
2018201,Mohamed Maarouf,Egyptian Army Stadium,Talaea El Gaish,Zamalek
2018202,Mahmoud El Banna,Petrosport Stadium,Ahly SC,El Dakhlia
2018203,Mabrouk Nabil,Egyptian Army Stadium,Petrojet,Entag El Harby
2018204,Amin Omar,Egyptian Army Stadium,Nogoom FC,El Masry
2018205,Ahmed El Ghandour,Borg El Arab Stadium,Ittihad Alex,Harras Hodoud
2018206,Mohamed Maarouf,Petrosport Stadium,Enppi SC,Ismaily
2018207,Mahmoud Ashour,El Max,Harras Hodoud,El Makasa
2018208,Gehad Grisha,Khaled Bichara Stadium,El Gouna,Ahly SC
2018209,João Capela,30 June Stadium,Pyramids FC,El Mokawloon
2018210,Mohamed El Sabahi,El Shorta Stadium,El Dakhlia,Petrojet
2018211,Mohamed El Hanafy,Borg El Arab Stadium,Ismaily,Talaea El Gaish
2018212,Mahmoud Ashour,Egyptian Army Stadium,El Masry,Enppi SC
2018213,Mohamed Adel,Petrosport Stadium,Wadi Degla,Nogoom FC
2018214,Mohamed Adel,Petrosport Stadium,Entag El Harby,Ittihad Alex
2018215,João Pinheiro,Petrosport Stadium,Zamalek,Smouha
2018216,Tarek Magdi,Khaled Bichara Stadium,El Gouna,Petrojet
2018217,Gehad Grisha,Petrosport Stadium,Nogoom FC,Harras Hodoud
2018218,Mohamed Maarouf,Borg El Arab Stadium,Ittihad Alex,El Dakhlia
2018219,Ahmed El Ghandour,Gaish Stadium,Entag El Harby,El Makasa
2018220,Mahmoud El Banna,Egyptian Army Stadium,Talaea El Gaish,El Masry
2018221,Nader Kamar,Petrosport Stadium,Enppi SC,Wadi Degla
2018222,Mahmoud Ashour,Borg El Arab Stadium,Smouha,Ismaily
2018223,Mohamed El Hanafy,Petrosport Stadium,El Mokawloon,Zamalek
2018224,Ivan Bebek,Petrosport Stadium,Ahly SC,Pyramids FC
2018225,Amin Omar,Petrosport Stadium,Ahly SC,Petrojet
2018226,Ibrahim Nour Eldin,El Shorta Stadium,El Dakhlia,El Makasa
2018227,Amin Omar,El Max,Harras Hodoud,Enppi SC
2018228,Gehad Grisha,Petrosport Stadium,Wadi Degla,Talaea El Gaish
2018229,Mohamed El Sabahi,Khaled Bichara Stadium,El Gouna,Ittihad Alex
2018230,Mahmoud El Banna,Petrosport Stadium,Entag El Harby,Nogoom FC
2018231,Mohamed Adel,Egyptian Army Stadium,El Masry,Smouha
2018232,Mahmoud El Banna,Egyptian Army Stadium,Ismaily,El Mokawloon
2018233,Ola Hobber Nilsen,30 June Stadium,Pyramids FC,Zamalek
2018234,Ibrahim Nour Eldin,Egyptian Army Stadium,El Mokawloon,El Masry
2018235,Tarek Magdi,El Max,Smouha,Wadi Degla
2018236,Mahmoud Ashour,Petrosport Stadium,Nogoom FC,El Dakhlia
2018237,Walid Abdelaziz,Arab Contractors Stadium,El Makasa,El Gouna
2018238,Mahmoud Nagy,Gehaz El Reyada Stadium,Talaea El Gaish,Harras Hodoud
2018239,Matej Jug,Egyptian Army Stadium,Petrojet,Pyramids FC
2018240,Ahmed Hamdi,Petrosport Stadium,Enppi SC,Entag El Harby
2018241,Gehad Grisha,Borg El Arab Stadium,Ittihad Alex,Ahly SC
2018242,Ibrahim Nour Eldin,Petrosport Stadium,Zamalek,Ismaily
2018243,Mohamed El Sabahi,El Shorta Stadium,Entag El Harby,Talaea El Gaish
2018244,Mohamed El Hanafy,Khaled Bichara Stadium,El Gouna,Nogoom FC
2018245,Ahmed El Ghandour,Petrosport Stadium,Wadi Degla,El Mokawloon
2018246,Mario Zebec,30 June Stadium,Pyramids FC,Ismaily
2018247,Mahmoud El Banna,El Shorta Stadium,El Dakhlia,Enppi SC
2018248,Mohamed Maarouf,Egyptian Army Stadium,Petrojet,Ittihad Alex
2018249,Amin Omar,El Max,Harras Hodoud,Smouha
2018250,Mohamed Maarouf,Petrosport Stadium,Ahly SC,El Makasa
2018251,Mohamed Adel,Egyptian Army Stadium,El Masry,Zamalek
2018252,Gehad Grisha,Gehaz El Reyada Stadium,Talaea El Gaish,El Dakhlia
2018253,Mohamed Salama,Arab Contractors Stadium,El Mokawloon,Harras Hodoud
2018254,Marius Avram,El Max,Ittihad Alex,Pyramids FC
2018255,Mohamed El Hanafy,El Max,Smouha,Entag El Harby
2018256,Amin Omar,30 June Stadium,El Masry,Ismaily
2018257,Mahmoud El Banna,Arab Contractors Stadium,El Makasa,Petrojet
2018258,Mohamed Adel,Petrosport Stadium,Enppi SC,El Gouna
2018259,Mohamed El Hanafy,Petrosport Stadium,Nogoom FC,Ahly SC
2018260,Tihomir Pejin,Petrosport Stadium,Zamalek,Wadi Degla
2018261,Ibrahim Nour Eldin,El Max,Ittihad Alex,El Makasa
2018262,Tarek Magdi,Petrosport Stadium,Entag El Harby,El Mokawloon
2018263,Mohamed Maarouf,Khaled Bichara Stadium,El Gouna,Talaea El Gaish
2018264,Mahmoud Ashour,El Shorta Stadium,El Dakhlia,Smouha
2018265,Mohamed El Sabahi,Egyptian Army Stadium,Petrojet,Nogoom FC
2018266,Mohamed El Hanafy,Petrosport Stadium,Wadi Degla,Ismaily
2018267,Sebastian Colțescu,30 June Stadium,Pyramids FC,El Masry
2018268,Mohamed Adel,Petrosport Stadium,Ahly SC,Enppi SC
2018269,Novak Simovic,El Max,Harras Hodoud,Zamalek
2018270,Mohamed Adel,Petrosport Stadium,Nogoom FC,Ittihad Alex
2018271,Mohamed Maarouf,Ismailia Stadium,Ismaily,Harras Hodoud
2018272,Mohamed El Sabahi,El Max,Smouha,El Gouna
2018273,Tihomir Pejin,Arab Contractors Stadium,El Makasa,Pyramids FC
2018274,Ibrahim Nour Eldin,Borg El Arab Stadium,El Masry,Wadi Degla
2018275,Ahmed El Adawi,Arab Contractors Stadium,El Mokawloon,El Dakhlia
2018276,Mahmoud Ashour,El Max,Talaea El Gaish,Ahly SC
2018277,Tarek Magdi,Petrosport Stadium,Enppi SC,Petrojet
2018278,Anastasios Sidiropoulos,Petrosport Stadium,Zamalek,Entag El Harby
2018279,Mohamed Abou-Khater,Arab Contractors Stadium,El Makasa,Nogoom FC
2018280,Mohamed Maarouf,El Max,Ittihad Alex,Enppi SC
2018281,Ibrahim Nour Eldin,Khaled Bichara Stadium,El Gouna,El Mokawloon
2018282,Gehad Grisha,El Shorta Stadium,Entag El Harby,Ismaily
2018283,Mahmoud Ashour,Egyptian Army Stadium,El Masry,Harras Hodoud
2018284,Mohamed Adel,Egyptian Army Stadium,Petrojet,Talaea El Gaish
2018285,Amin Omar,Petrosport Stadium,Ahly SC,Smouha
2018286,Mohamed El Sabahi,Petrosport Stadium,El Dakhlia,Zamalek
2018287,Roberto García Orozco,30 June Stadium,Pyramids FC,Wadi Degla
2018288,Tarek Magdi,Egyptian Army Stadium,Ismaily,El Dakhlia
2018289,Mohamed El Sabahi,Egyptian Army Stadium,El Masry,Entag El Harby
2018290,Danilo Grujic,El Max,Smouha,Petrojet
2018291,Mohamed El Hanafy,Gehaz El Reyada Stadium,Talaea El Gaish,Ittihad Alex
2018292,Matej Jug,Arab Contractors Stadium,Wadi Degla,Harras Hodoud
2018293,Mahmoud Ashour,Petrosport Stadium,Enppi SC,El Makasa
2018294,Mohamed Yosri Bouali,30 June Stadium,Pyramids FC,Nogoom FC
2018295,Mahmoud Ashour,Khaled Bichara Stadium,El Gouna,Zamalek
2018296,Mohamed Adel,Borg El Arab Stadium,El Mokawloon,Ahly SC
2018297,Wael Farhan,Egyptian Army Stadium,El Dakhlia,El Masry
2018298,Ahmed Gamal,Petrosport Stadium,Nogoom FC,Enppi SC
2018299,Mahmoud Wafa,Arab Contractors Stadium,El Makasa,Talaea El Gaish
2018300,Marius Avram,Khaled Bichara Stadium,El Gouna,Ismaily
2018301,Amin Omar,El Max,Harras Hodoud,Pyramids FC
2018302,Mohamed El Sabahi,Egyptian Army Stadium,Petrojet,El Mokawloon
2018303,Balázs Berke,El Shorta Stadium,Entag El Harby,Wadi Degla
2018304,Mahmoud Ashour,Borg El Arab Stadium,Ittihad Alex,Smouha
2018305,Ferenc Karakó,Borg El Arab Stadium,Ahly SC,Zamalek
