match_id,GoalScorer,OG,Team,Assist,AssistType,Penalty,Season 
2016251,Sherif Ashraf,1,Away,Mohamed Rizk,Unknown,,2016-2017
2016252,Saad Samir,,Away,Abdallah El Said,Corner,,2016-2017
2016252,Fady Farid,,Home,Afroto,Free kick,,2016-2017
2016253,Abdallah Gomaa,,Home,Hermann Kouao,Penalty,1,2016-2017
2016253,Benjamin Acheampong,,Away,Mohamed Adel,Cross,,2016-2017
2016253,Mohamed El Shami,,Home,Ahmed Kaboria,Cross,,2016-2017
2016254,Islam Mohareb,,Home,,Unknown,,2016-2017
2016255,Stanley Ohawuchi,,Home,Maarouf Yussuf,Pass,,2016-2017
2016255,Arafa El Sayed,,Away,Mohamed Helal,Corner,,2016-2017
2016255,Mohamed Ibrahim,,Home,Hossam Paulo,Unknown,,2016-2017
2016256,Karim Bambo,,Home,Ibrahim Hassan,Cross,,2016-2017
2016256,Karim Mostafa,,Away,Ahmed Ali,Cross,,2016-2017
2016257,Oumed Oukri,,Away,Mohamed Sosta,Cross,,2016-2017
2016257,Salah Amin,,Away,Hassan El Shami,Unknown,,2016-2017
2016257,Oumed Oukri,,Away,Walid Hassan,Pass,,2016-2017
2016258,Kabongo Kasongo,,Away,Nour El Sayed,Unknown,,2016-2017
2016258,Kabongo Kasongo,,Away,Nour El Sayed,Unknown,,2016-2017
2016258,Mohamed Atwa,,Away,Hazem Emam,Unknown,,2016-2017
2016258,John Antwi,,Home,Ahmed El Sheikh,Unknown,,2016-2017
2016259,Amr Marei,,Home,Ahmed Abdelaziz,Unknown,,2016-2017
2016259,Mohamed Bassiouny,,Home,,Unknown,,2016-2017
2016259,Mario Martínez,,Home,,Unknown,,2016-2017
2016260,Mohamed Rizk,,Home,Mohamed Ashraf,Unknown,,2016-2017
2016260,Joseph Ato Bissah,,Away,Reda El Azab,Unknown,,2016-2017
2016261,Ahmed Ali,,Away,Mohamed Farouk,Cross,,2016-2017
2016261,Ahmed Ali,,Away,Islam Fouad,Unknown,,2016-2017
2016261,Mohamed Farouk,,Away,Karim Mostafa,Pass,,2016-2017
2016261,Dennis Tetteh,,Home,Mohamed Gaber,Pass,,2016-2017
2016262,Ramadan Rabie,,Away,,Unknown,,2016-2017
2016262,Motamed Mohsen,,Home,Khaled Sotohi,Header,,2016-2017
2016262,Emeka Christian Eze,,Away,,Unknown,,2016-2017
2016262,Asem Salah,,Home,Islam Gamal,Cross,,2016-2017
2016266,Moaz El Henawy,,Home,Ahmed Ayman Mansour,Handball ,1,2016-2017
2016266,Islam Salah,,Away,Ahmed Gomaa,Header,,2016-2017
2016266,Mohamed El Shami,,Away,,Unknown,,2016-2017
2016267,Stanley Ohawuchi,,Away,Mohamed Ibrahim,Pass,,2016-2017
2016267,Benjamin Acheampong,,Home,Abdelrahman El Sewisi,Pass,,2016-2017
2016267,Ahmed Samir Farag,,Home,Mohamed Adel,Pass,,2016-2017
2016267,Ali Gabr,,Away,Shikabala,Corner,,2016-2017
2016267,Mahmoud Mansour,,Home,Osama Ibrahim,Handball ,1,2016-2017
2016267,Salah Rico,,Away,Shikabala,Corner,,2016-2017
2016267,Ahmed Refaat,,Away,Shikabala,Cross,,2016-2017
2016268,Islam Mohareb,,Away,Ahmed Raouf,Pass,,2016-2017
2016269,Junior Ajayi,,Home,,Unknown,,2016-2017
2016269,Walid Soliman,,Home,Junior Ajayi,Unknown,,2016-2017
2016269,Ahmed El Sheikh,,Away,Saad Samir,Handball ,1,2016-2017
2016269,John Antwi,,Away,Paulin Voavy,Pass,,2016-2017
2016270,Karim Bambo,,Home,Ibrahim Hassan,Pass,,2016-2017
2016270,Wagih Abdelhakim,,Home,Diego Calderón,Unknown,,2016-2017
2016270,Diego Calderón,,Home,,Unknown,,2016-2017
2016271,Shikabala,,Home,Mahmoud El Wensh,Cross,,2016-2017
2016273,Joseph Ato Bissah,,Away,Hossam Ghaly,Pass,,2016-2017
2016274,Saleh Gomaa,,Away,Sabri Rahil,Cross,,2016-2017
2016274,Islam Mohareb,,Home,Ahmed Raouf,Pass,,2016-2017
2016274,Momen Zakaria,,Away,Sabri Rahil,Pass,,2016-2017
2016274,Saleh Gomaa,,Away,Walid Soliman,Pass,,2016-2017
2016274,Sayed Farid,,Home,Hossam Hassan,Penalty,1,2016-2017
2016274,Rami Rabia,,Away,Walid Soliman,Corner,,2016-2017
2016275,Oumed Oukri,,Away,,Unknown,,2016-2017
2016275,Paulin Voavy,,Home,Ahmed El Sheikh,Cross,,2016-2017
2016275,John Antwi,,Home,Asem Said,Cross,,2016-2017
2016276,Ahmed Gomaa,,Home,Ahmed Kaboria,Cross,,2016-2017
2016277,Mohamed Farouk,,Home,,Unknown,,2016-2017
2016278,Amr Marei,,Home,Afsha,Free kick,,2016-2017
2016278,Salah Soliman,,Home,Ramy Sabry,Cross,,2016-2017
2016278,Mohamed Atwa,1,Home,,Unknown,,2016-2017
2016279,Diego Calderón,,Away,Ibrahim Hassan,Cross,,2016-2017
2016279,Ibrahim Hassan,,Away,Karim Bambo,Pass,,2016-2017
2016279,Mohamed Khalifa,,Home,Ahmed Shedid Kenawi,Free kick,,2016-2017
2016279,Hosny Abd Rabo,,Away,Emad Hamdi,Penalty,1,2016-2017
2016279,Jérôme Ouiya,,Home,,Unknown,,2016-2017
2016280,Ahmed Eid,,Home,Mohamed Ashraf Roqa,Pass,,2016-2017
2016280,Ahmed El Sheikh,,Away,Hussein El Shahat,Cross,,2016-2017
2016282,Ali Afifi,,Away,Yaya Traoré,Pass,,2016-2017
2016282,Haytham El Fil,,Home,Islam Youssef,Penalty,1,2016-2017
2016282,Abdallah El Shahat,,Home,Abdallah El Shahat,Penalty,1,2016-2017
2016284,Mohamed Salem,,Home,Mohamed Osama,Cross,,2016-2017
2016284,Abdallah Bika,,Away,,Unknown,1,2016-2017
2016285,Fady Nagah,1,Away,Ahmed Raouf,Unknown,,2016-2017
2016286,Ahmed Hamoudi,,Home,Saleh Gomaa,Cross,,2016-2017
2016286,Amr Marei,,Away,Ali Fawzi,Cross,,2016-2017
2016286,Salah Mohsen,,Away,Amr Marei,Unknown,,2016-2017
2016286,Saleh Gomaa,,Home,Ahmed Hamoudi,Cross,,2016-2017
2016287,Maarouf Yussuf,,Away,Shikabala,Pass,,2016-2017
2016287,Stanley Ohawuchi,,Away,Ahmed Tawfik,Pass,,2016-2017
2016288,Abdelrahman El Sewisi,,Away,Saïdou Simporé,Pass,,2016-2017
2016288,Omar Marmoush,,Home,Mohamed Anwar,Cross,,2016-2017
2016288,Saïdou Simporé,,Away,Ahmed Samir Farag,Cross,,2016-2017
2016289,Ehab El Masry,,Away,,Unknown,,2016-2017
2016289,Gedo,,Home,Ahmed Ali,Unknown,,2016-2017
2016290,John Antwi,,Home,Ahmed El Sheikh,Cross,,2016-2017
2016290,Ahmed El Sheikh,,Home,Emad Fathi,Penalty,1,2016-2017
2016290,Abdallah El Shahat,,Away,,Unknown,,2016-2017
2016290,John Antwi,,Home,Paulin Voavy,Pass,,2016-2017
2016290,John Antwi,,Home,,Unknown,1,2016-2017
2016291,Mohamed El Ashri,,Home,Mahmoud Ghaly,Free kick,,2016-2017
2016291,Kenneth Ngwoke,,Away,Samir Fawzi,Pass,,2016-2017
2016291,Mohamed Morsi,,Home,,Unknown,,2016-2017
2016291,Hossam Hassan,,Away,Fady Farid,Penalty,1,2016-2017
2016293,Karim Bambo,,Home,Ibrahim Hassan,Pass,,2016-2017
2016293,Karim Bambo,,Home,Wagih Abdelhakim,Cross,,2016-2017
2016294,Ahmed Eid,,Away,,Unknown,1,2016-2017
2016294,Asem Salah,,Away,,Unknown,,2016-2017
2016294,Ahmed Raouf,,Home,,Unknown,,2016-2017
2016295,Mohamed El Shami,,Home,Elsayed Abdelaal,Pass,,2016-2017
2016295,Saleh Gomaa,,Away,,Unknown,,2016-2017
2016296,Mostafa Fathi,,Home,Ayman Hefny,Pass,,2016-2017
2016296,Basem Morsy,,Home,Marwan El Nagar,Handball ,1,2016-2017
2016296,Mohamed Abdelmaguid,,Away,Khaled Kamar,Unknown,,2016-2017
2016297,Ahmed Fawzi,,Away,Ahmed Mohsen,Cross,,2016-2017
2016297,Mahmoud Hamada,,Away,Ahmed Samy,Pass,,2016-2017
2016297,Hossam Hassan,,Home,Mohamed Abdelhamid,Penalty,1,2016-2017
2016298,Jérôme Ouiya,,Home,Razack Cissé,Pass,,2016-2017
2016298,Selim Abdel-Khalik,,Home,,Unknown,,2016-2017
2016299,Saïdou Simporé,,Home,Ahmed Samir Farag,Pass,,2016-2017
2016301,Mohamed Ashraf,,Home,,Unknown,,2016-2017
2016301,Salah Mohsen,,Away,Ahmed Hussein,Cross,,2016-2017
2016301,Afsha,,Away,Salah Mohsen,Penalty,1,2016-2017
2016302,Mahmoud Metwaly,,Away,,Unknown,1,2016-2017
2016303,Ahmed Sherwyda,,Away,,Unknown,,2016-2017
2016304,Hossam Hassan,,Away,Ahmed Lala,Pass,,2016-2017
2016305,Walid Soliman,,Home,Junior Ajayi,Header,,2016-2017
2016305,Junior Ajayi,,Home,Abdallah El Said,Pass,,2016-2017
2017000,Ahmed Samir Farag,,Home,Mohamed Dabash,Handball ,1,2017-2018
2017000,Gehad Genadi,1,Away,,Unknown,,2017-2018
2017001,Ahmed Ali,,Home,Shokry Naguib,Header,,2017-2018
2017001,Shokry Naguib,,Home,Mohamed Farouk,Cross,,2017-2018
2017001,Mohamed Farouk,,Home,Mohamed Farouk,Penalty,1,2017-2018
2017003,Ahmed Elalfi,,Home,Mohamed Osama,Pass,,2017-2018
2017003,Camacho,,Home,Mohamed Osama,Pass,,2017-2018
2017003,Diego Calderón,,Away,Bahaa Magdy,Unknown,,2017-2018
2017003,Moussa Camara,,Away,Ibrahim Hassan,Pass,,2017-2018
2017003,Richard Baffour,,Away,Hosny Abd Rabo,Free kick,,2017-2018
2017003,Ibrahim Hassan,,Away,Diego Calderón,Pass,,2017-2018
2017004,Omar El Said,,Home,,Unknown,,2017-2018
2017004,Kabongo Kasongo,,Away,,Unknown,,2017-2018
2017005,Mohamed Tarek,,Home,,Unknown,,2017-2018
2017005,John Antwi,,Away,Hussein El Shahat,Cross,,2017-2018
2017006,Ahmed Gomaa,,Home,,Unknown,1,2017-2018
2017007,Asem Salah,,Away,Amr El Solia,Handball ,1,2017-2018
2017007,Ahmed El Sheikh,,Home,,Unknown,,2017-2018
2017008,Oumed Oukri,,Away,Ragab Bakar,Unknown,,2017-2018
2017008,Hamdy Fathy,,Home,Ramy Sabry,Unknown,,2017-2018
2017009,Aristide Bancé,,Away,Mostafa Shebeita,Handball ,1,2017-2018
2017010,Omar El Said,,Away,Ahmed Shedid Kenawi,Pass,,2017-2018
2017010,Asem Salah,,Home,Mohamed Ashraf,Pass,,2017-2018
2017010,Mohamed Khalifa,,Away,Abdelrahman Farouk,Cross,,2017-2018
2017010,Jérôme Ouiya,,Home,Mahmoud Hamad,Pass,,2017-2018
2017011,Mohamed Antar,,Away,Omar Bassam,Header,,2017-2018
2017011,Omar Bassam,,Away,,Unknown,,2017-2018
2017012,Hossam Paulo,,Away,Khaled El Ghandour,Pass,,2017-2018
2017012,Mohamed Said,,Home,Mohamed Hassan,Pass,,2017-2018
2017012,Mohamed Hassan,,Home,Mohamed Said,Penalty,1,2017-2018
2017012,Mohamed Ali Moncer,,Away,,Unknown,,2017-2018
2017012,Manucho,,Away,Fawzi El Henawy,Cross,,2017-2018
2017013,Issouf Ouattara,,Home,Karim Bedir,Pass,,2017-2018
2017013,Issouf Ouattara,,Home,Ahmed Raouf,Pass,,2017-2018
2017013,Hamdy Fathy,,Away,Aboubacar Diarra,Header,,2017-2018
2017014,Mohamed Hamdi,,Home,,Unknown,,2017-2018
2017014,Hossam Hassan,,Home,Mahmoud Abdelaziz,Pass,,2017-2018
2017015,Ahmed Ali,,Away,Hassan El Shami,Cross,,2017-2018
2017015,Mahmoud Metwaly,,Home,,Unknown,,2017-2018
2017016,Mohamed Ashraf Roqa,,Home,Abdallah Gomaa,Penalty,1,2017-2018
2017016,Abdallah Gomaa,,Home,Moayad Ajan,Header,,2017-2018
2017016,Mohamed Ashraf Roqa,,Home,Basem Morsy,Cross,,2017-2018
2017017,Hussein El Shahat,,Home,Eric Traoré,Cross,,2017-2018
2017017,Abdallah El Said,,Away,Walid Azaro,Penalty,1,2017-2018
2017017,Paulin Voavy,,Home,John Antwi,Pass,,2017-2018
2017017,John Antwi,,Home,John Antwi,Penalty,1,2017-2018
2017017,Walid Azaro,,Away,Phakamani Mahlambi,Header,,2017-2018
2017018,Shemeles Bekele,,Away,Joël Lamah,Unknown,,2017-2018
2017018,Ahmed Younes,1,Away,Shemeles Bekele,Cross,,2017-2018
2017019,Sayed Farid,,Home,Bojan Najdenov,Corner,,2017-2018
2017019,Mohamed Hassan,,Away,Mohamed El Baghdadi,Cross,,2017-2018
2017020,Omar El Said,,Home,Ahmed Shedid Kenawi,Cross,,2017-2018
2017021,Mostafa Mohamed,,Home,Reda El Azab,Cross,,2017-2018
2017021,Mahmoud Ghaly,1,Away,Mohamed Helal,Unknown,,2017-2018
2017021,Hamada El Ghanam,,Home,Mohamed Gaber,Cross,,2017-2018
2017021,Mohamed Gaber,,Home,,Unknown,,2017-2018
2017022,Marwan El Nagar,,Away,Hesham Shehata,Free kick,,2017-2018
2017022,Shokry Naguib,,Home,,Unknown,,2017-2018
2017022,Manucho,,Away,Mohamed Ali Moncer,Cross,,2017-2018
2017022,Gedo,,Home,Ahmed Ali,Penalty,1,2017-2018
2017022,Ahmed Ali,,Home,,Unknown,1,2017-2018
2017023,Islam Abou-Salima,,Home,Mohamed Grendo,Header,,2017-2018
2017023,Mohamed Ashraf Roqa,,Away,,Unknown,,2017-2018
2017023,Ahmed Madbouli,,Away,Basem Morsy,Pass,,2017-2018
2017024,Diego Calderón,,Away,Bousha,Pass,,2017-2018
2017024,Diego Calderón,,Away,Karim Bambo,Pass,,2017-2018
2017025,Nasser Mansy,,Home,Saïdou Simporé,Pass,,2017-2018
2017025,Islam Gamal,,Away,Mahmoud Hamad,Unknown,,2017-2018
2017025,Salah Amin,,Away,Hassan Youssef,Cross,,2017-2018
2017026,Ahmed Fathi,,Home,Junior Ajayi,Pass,,2017-2018
2017026,Momen Zakaria,,Home,Junior Ajayi,Pass,,2017-2018
2017026,Junior Ajayi,,Home,Walid Azaro,Pass,,2017-2018
2017026,Ahmed Ouka,,Away,Hany El Egeizy,Cross,,2017-2018
2017026,Saad Samir,,Home,Saleh Gomaa,Corner,,2017-2018
2017027,Omar El Said,,Away,,Unknown,,2017-2018
2017027,Omar El Said,,Away,,Unknown,,2017-2018
2017028,Islam Issa,,Home,Mahmoud El Kout,Pass,,2017-2018
2017028,Mohamed Farouk,,Away,,Unknown,,2017-2018
2017028,Ismaël Yanogo,1,Away,Mohamed Farouk,Unknown,,2017-2018
2017029,Islam Abou-Salima,,Away,Alaa Ali,Corner,,2017-2018
2017029,Aristide Bancé,,Away,Mohamed Hamdi,Cross,,2017-2018
2017029,Aristide Bancé,,Away,Farid Shawky,Cross,,2017-2018
2017029,Ahmed Gomaa,,Away,Aristide Bancé,Header,,2017-2018
2017030,Islam Serry,,Away,Tarek Taha,Cross,,2017-2018
2017031,Manucho,,Home,Fawzi El Henawy,Cross,,2017-2018
2017031,Fawzi El Henawy,,Home,,Unknown,,2017-2018
2017033,Ahmed Gaafar,,Home,Joël Lamah,Unknown,,2017-2018
2017033,Mostafa Mohamed,,Away,Ahmed Khaled,Pass,,2017-2018
2017034,Mohamed Zeka,,Home,Abdelrahman El Sewisi,Penalty,1,2017-2018
2017034,Ahmed Mohsen,1,Home,,Unknown,,2017-2018
2017034,Hussein El Shahat,,Away,,Unknown,,2017-2018
2017035,Amr El Solia,,Away,Abdallah El Said,Pass,,2017-2018
2017035,Abdallah El Said,,Away,Junior Ajayi,Pass,,2017-2018
2017036,Zizo,,Home,Cédric Biyoghé,Cross,,2017-2018
2017036,Nasser Mansy,,Home,,Unknown,,2017-2018
2017038,Issouf Ouattara,,Home,Mohamed Helal,Header,,2017-2018
2017038,Ahmed Hussein,,Away,Mohamed Hassan,Pass,,2017-2018
2017039,Mohamed Samir,,Away,,Unknown,,2017-2018
2017039,Sherif Dabo,,Home,Mohamed Antar,Penalty,1,2017-2018
2017040,John Antwi,,Away,Karim Mamdouh,Pass,,2017-2018
2017040,Islam Abou-Salima,,Home,,Unknown,,2017-2018
2017040,Ahmed Shokry,,Home,Mohamed Hamdi,Cross,,2017-2018
2017040,John Antwi,,Away,Hussein El Shahat,Cross,,2017-2018
2017040,Ahmed Eid,,Home,Aristide Bancé,Unknown,,2017-2018
2017041,Junior Ajayi,,Home,,Unknown,,2017-2018
2017041,Hussein El Sayed,,Home,,Unknown,,2017-2018
2017042,Karim Bambo,,Away,Ibrahim Hassan,Pass,,2017-2018
2017043,Salah Ashour,,Away,Abdallah Gomaa,Unknown,,2017-2018
2017043,Mohamed Gaber,,Home,Hamada El Ghanam,Penalty,1,2017-2018
2017044,Ali Fawzi,1,Away,Salah Amin,Unknown,,2017-2018
2017044,Amr El Halwani,,Home,,Unknown,,2017-2018
2017045,Mohamed Antar,,Away,,Unknown,,2017-2018
2017045,Khaled Reda,,Home,Hazem Mamdouh,Free kick,,2017-2018
2017045,Mohamed Hassan,,Home,Khaled Reda,Penalty,1,2017-2018
2017045,Mahmoud Salah,,Away,Mohamed Antar,Corner,,2017-2018
2017047,Salah Mohsen,,Home,Mahmoud Kaoud,Cross,,2017-2018
2017047,John Antwi,,Away,John Antwi,Penalty,1,2017-2018
2017047,Salah Mohsen,,Home,Mohamed Bassiouny,Pass,,2017-2018
2017048,Mohamed Bazoka,,Home,Manucho,Header,,2017-2018
2017048,Sayed Shabrawy,,Away,Islam Roshdi,Pass,,2017-2018
2017050,Mohamed Sherif,,Away,,Unknown,,2017-2018
2017050,Issouf Ouattara,,Away,Mohamed Sherif,Unknown,,2017-2018
2017050,Mohamed Dabash,,Home,Ahmed Fawzi,Cross,,2017-2018
2017050,Mohamed Ragab,,Home,Ahmed Fawzi,Cross,,2017-2018
2017051,Hosny Abd Rabo,,Home,Islam Abdelnaim,Penalty,1,2017-2018
2017051,Mohamed Zeka,,Away,Mohamed Gamal Treka,Corner,,2017-2018
2017051,Diego Calderón,,Home,Ibrahim Hassan,Unknown,,2017-2018
2017052,Mohamed Hamdi,,Away,Banou Diawara,Header,,2017-2018
2017052,Mahmoud Abdelaziz,,Away,Oumed Oukri,Pass,,2017-2018
2017052,Patrick Malo,,Away,Mahmoud Sayed,Pass,,2017-2018
2017053,Phakamani Mahlambi,,Away,Ahmed Fathi,Pass,,2017-2018
2017053,Walid Azaro,,Away,Phakamani Mahlambi,Header,,2017-2018
2017053,Abdallah El Said,,Away,Junior Ajayi,Pass,,2017-2018
2017054,Joseph Ato Bissah,,Home,Amr Nabil,Header,,2017-2018
2017054,Joseph Ato Bissah,,Home,Mohamed Morsi,Unknown,,2017-2018
2017054,Mostafa Mohamed,,Home,Reda El Azab,Cross,,2017-2018
2017054,Hussein El Shahat,,Away,John Antwi,Pass,,2017-2018
2017054,Hussein El Shahat,,Away,Eric Traoré,Pass,,2017-2018
2017054,Hussein El Shahat,,Away,,Unknown,,2017-2018
2017055,Salah Amin,,Away,Asem Salah,Cross,,2017-2018
2017056,Manucho,,Away,,Unknown,,2017-2018
2017056,Zizo,,Home,Ahmed Mostafa,Penalty,1,2017-2018
2017056,Zizo,,Home,Nasser Mansy,Header,,2017-2018
2017056,Mohamed Bazoka,,Away,,Unknown,,2017-2018
2017057,Mahmoud Metwaly,,Away,Diego Calderón,Penalty,1,2017-2018
2017057,Ahmed Gomaa,,Home,Mohamed Hamdi,Penalty,1,2017-2018
2017057,Wagih Abdelhakim,,Away,Emad Hamdi,Header,,2017-2018
2017058,Salah Soliman,,Home,Aboubacar Diarra,Corner,,2017-2018
2017058,Arafa El Sayed,,Home,Aboubacar Diarra,Pass,,2017-2018
2017059,Mohamed Farouk,,Away,,Unknown,,2017-2018
2017059,Mohamed Samir,,Away,,Unknown,,2017-2018
2017059,Ahmed El Saidy,,Home,Shehab Ahmed,Unknown,,2017-2018
2017059,Mohamed Farouk,,Away,Solomon Okuruket,Cross,,2017-2018
2017059,Mahmoud Rizk,,Home,,Unknown,,2017-2018
2017060,Mostafa Shebeita,,Home,Amr Hossam,Free kick,,2017-2018
2017060,Joël Lamah,,Home,Mohamed Dabash,Header,,2017-2018
2017061,Mahmoud Alaa,,Away,Mohamed Ashraf Roqa,Corner,,2017-2018
2017061,Mohamed Ashraf Roqa,,Away,Ahmed Madbouli,Penalty,1,2017-2018
2017061,Maarouf Yussuf,,Away,Hazem Emam,Cross,,2017-2018
2017062,Abdallah El Said,,Home,Sabri Rahil,Unknown,,2017-2018
2017063,Ahmed Ali,,Home,Ahmed Ali,Cross,,2017-2018
2017063,Saïdou Simporé,,Away,Mahmoud Mansour,Free kick,,2017-2018
2017064,Arafa El Sayed,,Away,Ramy Sabry,Unknown,,2017-2018
2017064,Hosny Abd Rabo,,Home,Diego Calderón,Penalty,1,2017-2018
2017065,Mohamed Gaber,,Away,Seifeddine Jaziri,Penalty,1,2017-2018
2017066,Mahmoud Alaa,,Home,,Unknown,,2017-2018
2017066,Ahmed Madbouli,,Home,Kabongo Kasongo,Unknown,,2017-2018
2017066,Ahmed Madbouli,,Home,Moayad Ajan,Unknown,,2017-2018
2017067,Mahmoud Salah,,Home,Said Mourad,Cross,,2017-2018
2017067,Said Mourad,,Home,,Unknown,1,2017-2018
2017067,Mahmoud Salah,,Home,Mohamed Antar,Cross,,2017-2018
2017067,Omar El Said,,Away,,Unknown,,2017-2018
2017068,Ahmed Gomaa,,Away,Ahmed Safi,Cross,,2017-2018
2017070,Eric Traoré,,Home,Hosny Fathi,Cross,,2017-2018
2017070,Hany Said,,Home,Eric Traoré,Penalty,1,2017-2018
2017071,Ayman Ashraf,,Away,,Unknown,,2017-2018
2017071,Walid Soliman,,Away,Ahmed Hamdi,Penalty,1,2017-2018
2017071,Walid Azaro,,Away,Walid Azaro,Penalty,1,2017-2018
2017071,Islam Mohareb,,Away,Momen Zakaria,Pass,,2017-2018
2017072,Ahmed Samir Farag,,Home,Saïdou Simporé,Unknown,,2017-2018
2017072,Mohamed Zeka,,Home,,Unknown,,2017-2018
2017073,Salah Mohsen,,Home,,Unknown,,2017-2018
2017073,Salah Mohsen,,Home,Afsha,Unknown,,2017-2018
2017074,Hussein El Shahat,,Away,Ahmed Abdelzaher,Penalty,1,2017-2018
2017074,Mahmoud Marei,,Home,Elsayed Salem,Free kick,,2017-2018
2017074,Mahmoud Marei,,Home,Hossam Arafat,Header,,2017-2018
2017074,Hussein El Shahat,,Away,Mohamed Mosaad,Penalty,1,2017-2018
2017074,Hossam Arafat,,Home,Mohamed Sherif,Pass,,2017-2018
2017074,Hussein El Shahat,,Away,Mohamed Mosaad,Pass,,2017-2018
2017075,Diego Calderón,,Away,Bahaa Magdy,Free kick,,2017-2018
2017076,Sayed Farid,,Home,Ahmed Manga,Free kick,,2017-2018
2017077,Walid Azaro,,Away,Junior Ajayi,Pass,,2017-2018
2017077,Omar El Said,,Home,Moussa Diawara,Penalty,1,2017-2018
2017077,Walid Azaro,,Away,Momen Zakaria,Header,,2017-2018
2017078,Ahmed Fawzi,,Home,Mohamed Salem,Header,,2017-2018
2017078,Essam Sobhy,,Home,,Unknown,,2017-2018
2017079,Mahmoud Alaa,,Home,Mohamed Ashraf Roqa,Unknown,,2017-2018
2017079,Mohamed Ashraf Roqa,,Home,Ahmed Madbouli,Penalty,1,2017-2018
2017079,Haggag Oweis,,Away,Mohamed Hassan,Pass,,2017-2018
2017080,Ahmed Shokry,,Home,Ahmed Shokry,Penalty,1,2017-2018
2017081,Gedo,,Home,Hossam Paulo,Unknown,,2017-2018
2017081,Ramadan Rabie,,Away,Hossam Galal,Unknown,,2017-2018
2017082,Nasr Ramadan,,Home,,Unknown,,2017-2018
2017082,Momen Ibrahim,,Home,Ahmed Ouka,Cross,,2017-2018
2017082,Ahmed El Shenawy,,Away,Elsayed Salem,Corner,,2017-2018
2017082,Ahmed Ouka,,Home,Mahmoud El Maghraby,Pass,,2017-2018
2017082,Hussein Yasser,,Away,Mohamed Sherif,Cross,,2017-2018
2017082,Issouf Ouattara,,Away,Ahmed Raouf,Header,,2017-2018
2017083,Mohamed Mosaad,,Home,,Unknown,,2017-2018
2017083,John Antwi,,Home,Hussein El Shahat,Unknown,,2017-2018
2017084,Ahmed Shokry,,Away,,Unknown,1,2017-2018
2017084,Islam Abou-Salima,,Away,,Unknown,,2017-2018
2017084,Sherif Dabo,,Home,,Unknown,,2017-2018
2017085,Abbas Amidu,,Away,,Unknown,,2017-2018
2017086,Ahmed Ali,,Home,,Unknown,,2017-2018
2017086,Ramy Adel,,Home,,Unknown,1,2017-2018
2017086,Afsha,,Away,,Unknown,,2017-2018
2017086,Khaled Abdelrazek,1,Away,,Unknown,,2017-2018
2017087,Karim Bambo,,Home,,Unknown,,2017-2018
2017088,Walid Azaro,,Home,Abdallah El Said,Unknown,,2017-2018
2017088,Saad Samir,,Home,Momen Zakaria,Unknown,,2017-2018
2017089,Salah Amin,,Home,Islam Gamal,Unknown,,2017-2018
2017090,Mohamed Hambozo,,Away,,Unknown,,2017-2018
2017091,Mohamed El Baghdadi,,Away,John Manga,Cross,,2017-2018
2017091,Mohamed Said,,Away,Mohamed El Baghdadi,Penalty,1,2017-2018
2017091,Khaled Sotohi,,Home,,Unknown,,2017-2018
2017091,Mohamed El Baghdadi,,Away,Haggag Oweis,Pass,,2017-2018
2017092,John Antwi,,Away,Hussein El Shahat,Unknown,,2017-2018
2017092,Moayad Ajan,,Home,,Unknown,,2017-2018
2017092,John Antwi,,Away,Hosny Fathi,Cross,,2017-2018
2017092,Hussein El Shahat,,Away,Mohamed Tony,Pass,,2017-2018
2017093,Mohamed Farouk,,Away,Mohamed Shawky Gharib,Unknown,,2017-2018
2017095,Walid Azaro,,Away,Ayman Ashraf,Header,,2017-2018
2017095,Walid Soliman,,Away,Abdallah El Said,Cross,,2017-2018
2017096,Ahmed El Saidy,,Away,Ahmed El Saidy,Pass,,2017-2018
2017097,Mohamed Hamdi,,Home,Tarek Taha,Cross,,2017-2018
2017097,Gedo,,Away,Ahmed Elalfi,Cross,,2017-2018
2017098,Diego Calderón,,Away,Ibrahim Hassan,Unknown,,2017-2018
2017098,Ibrahim Hassan,,Away,,Unknown,,2017-2018
2017098,Osama Azab,,Home,Jean-Marc Makusu,Penalty,1,2017-2018
2017099,Mohamed Antar,,Home,Mahmoud Salah,Pass,,2017-2018
2017099,Mohanad Lasheen,,Home,,Unknown,1,2017-2018
2017099,Seifeddine Jaziri,,Away,,Unknown,,2017-2018
2017100,Saleh Mousa,,Home,Ahmed Ouka,Free kick,,2017-2018
2017100,Kabongo Kasongo,,Away,Basem Morsy,Cross,,2017-2018
2017101,Saad Samir,,Home,Walid Soliman,Corner,,2017-2018
2017101,Junior Ajayi,,Home,Abdallah El Said,Pass,,2017-2018
2017101,Salah Mohsen,,Away,Ali Fawzi,Cross,,2017-2018
2017101,Walid Azaro,,Home,Junior Ajayi,Cross,,2017-2018
2017101,Ahmed El Sheikh,,Home,Phakamani Mahlambi,Pass,,2017-2018
2017103,Gedo,,Home,Ahmed Elalfi,Pass,,2017-2018
2017103,Mohamed Ali Moncer,,Home,Ahmed Elalfi,Cross,,2017-2018
2017103,Mohamed Atwa,,Home,Khaled El Ghandour,Corner,,2017-2018
2017103,Marwan El Nagar,,Home,Manucho,Pass,,2017-2018
2017104,Hossam Hassan,,Away,Abdallah Bakri,Pass,,2017-2018
2017104,Mohamed Hamdi,,Away,Nasser Maher,Pass,,2017-2018
