match_id,GoalScorer,OG,Team,Assist,AssistType,Penalty,Season 
2021135,Amro Tarek,,Away,Amr El Saadawy,Unknown,,2021-2022
2021135,Aymen Sfaxi,,Home,Joseph Ngwem,Unknown,,2021-2022
2021135,Ahmed Refaat,,Home,Aymen Sfaxi,Unknown,,2021-2022
2021135,Mohamed Naguib,,Away,Allan Kyambadde,Unknown,,2021-2022
2021135,Ahmed Atef,,Home,Ahmed Refaat,Unknown,,2021-2022
2021136,Sherif Reda,,Home,Ahmed Homos,Unknown,,2021-2022
2021137,Mody,,Away,Shokry Naguib,Unknown,,2021-2022
2021137,Walid Mostafa,,Home,Hany Adel,Unknown,,2021-2022
2021138,Mamadou Ndioko Niass,,Home,Mahmoud Ezzat,Unknown,,2021-2022
2021138,Mabululu,,Away,,Unknown,,2021-2022
2021139,Nasser Mansy,,Home,,Unknown,,2021-2022
2021139,Khaled Mostafa,,Away,,Unknown,,2021-2022
2021139,Karim Bambo,,Home,,Unknown,1,2021-2022
2021140,John Ebuka,,Away,Mostafa Dowidar,Unknown,,2021-2022
2021140,Abdelrahman Emad,,Away,John Ebuka,Unknown,,2021-2022
2021142,Mohamed Ibrahim,,Away,Mostafa Saad,Unknown,,2021-2022
2021143,Yaser Hamed,,Away,Elyes Jelassi,Unknown,,2021-2022
2021143,Zizo,,Home,,Unknown,,2021-2022
2021143,Seifeddine Jaziri,,Home,Ahmed Fatouh,Unknown,,2021-2022
2021144,Aymen Sfaxi,,Away,Ahmed Refaat,Unknown,,2021-2022
2021144,Ahmed Atef,,Away,,Unknown,,2021-2022
2021144,Ahmed Atef,,Away,Ahmed Refaat,Unknown,,2021-2022
2021146,Issahaku Yakubu,,Away,Ahmed Said,Unknown,,2021-2022
2021146,Asem Salah,,Away,,Unknown,1,2021-2022
2021146,Mostafa Shalaby,,Home,,Unknown,1,2021-2022
2021146,Mostafa Shalaby,,Home,Gerges Magdy,Unknown,,2021-2022
2021147,Mabululu,,Home,Ibrahim Hassan,Cross,,2021-2022
2021147,Benjamin Bernard Boateng,,Home,,Unknown,,2021-2022
2021147,Fawzi El Henawy,,Home,Benjamin Bernard Boateng,Pass,,2021-2022
2021148,Basem Morsy,,Home,Mohamed Ibrahim,Cross,,2021-2022
2021148,Afsha,,Away,Mohamed Mahmoud,Penalty,1,2021-2022
2021149,Ahmed Samir,,Home,Amr El Sisi,Unknown,,2021-2022
2021150,Omar El Said,,Away,Achraf Bencharki,Cross,,2021-2022
2021150,Mahmoud El Wensh,1,Home,,Unknown,,2021-2022
2021150,Zizo,,Away,Seifeddine Jaziri,Pass,,2021-2022
2021151,Abdallah Yaisien,,Away,Luis Hinestroza,Cross,,2021-2022
2021151,Farouck Kabore,,Away,Mamadou Ndioko Niass,Penalty,1,2021-2022
2021152,Ramadan Sobhi,,Away,Fagrie Lakay,Unknown,,2021-2022
2021152,Khaled Kamar,,Home,,Unknown,,2021-2022
2021152,Osama Galal,,Away,,Unknown,,2021-2022
2021153,Mamadou Ndioko Niass,,Away,John Okoli,Unknown,,2021-2022
2021153,Oufa,,Home,,Unknown,,2021-2022
2021154,Rezki Hamroune,,Home,Jefferson Encada,Unknown,,2021-2022
2021155,Ahmed Samir,,Home,Riga,Unknown,,2021-2022
2021155,Mohamed Helal,,Away,,Unknown,1,2021-2022
2021156,Nour El Sayed,,Away,Islam Mohareb,Unknown,,2021-2022
2021156,Sherif Dabo,,Home,Mohamed Ibrahim,Unknown,,2021-2022
2021156,Basem Morsy,,Home,Mohamed Ibrahim,Unknown,,2021-2022
2021156,Mahmoud Shabrawy,,Away,Islam Mohareb,Unknown,,2021-2022
2021156,Seif Teka,,Home,Mohamed Ibrahim,Unknown,,2021-2022
2021157,Ali Fawzi,,Away,,Unknown,,2021-2022
2021157,John Ebuka,,Away,Salah Rico,Unknown,,2021-2022
2021158,Elyes Jelassi,,Home,,Unknown,,2021-2022
2021158,Ahmed Ghoneim,,Away,Ahmed El Sheikh,Unknown,,2021-2022
2021159,Abdelkabir El Ouadi,,Away,Marwan Hamdi,Header,,2021-2022
2021159,Canaria,,Away,Marwan Hamdi,Pass,,2021-2022
2021159,Marwan Hamdi,,Away,Abdelkabir El Ouadi,Corner,,2021-2022
2021159,Abdallah Nasib,,Home,Sabri Rahil,Corner,,2021-2022
2021159,Abdelkabir El Ouadi,,Away,Canaria,Pass,,2021-2022
2021159,Marwan Hamdi,,Away,Abdelkabir El Ouadi,Corner,,2021-2022
2021159,Mabululu,,Home,Ibrahim Hassan,Cross,,2021-2022
2021160,Fakhreddine Ben Youssef,,Away,Ahmed Fathi,Unknown,,2021-2022
2021160,Mahmoud Saber,,Away,Ibrahim Adel,Unknown,,2021-2022
2021162,Baher El Mohamady,,Home,,Unknown,1,2021-2022
2021162,Abdelrahman Magdi,,Home,Ahmed Mostafa,Unknown,,2021-2022
2021163,John Ebuka,,Away,Mostafa Shalaby,Pass,,2021-2022
2021163,Mahmoud Abdelaziz,,Home,Karim Mostafa,Penalty,1,2021-2022
2021163,Mahmoud Abdelaziz,,Home,,Unknown,,2021-2022
2021163,John Ebuka,,Away,Salah Rico,Free kick,,2021-2022
2021165,Ahmed El Nadry,,Home,Paulin Voavy,Unknown,,2021-2022
2021166,Hamdy Alaa,,Home,Sodiq Awujoola,Unknown,,2021-2022
2021166,Marwan Hamdi,,Home,,Unknown,,2021-2022
2021166,Hassan Ali,,Away,,Unknown,,2021-2022
2021167,Amo,,Away,,Unknown,,2021-2022
2021168,Ahmed Atef,,Home,Mohamed Reda,Pass,,2021-2022
2021168,Ahmed Refaat,,Home,,Unknown,,2021-2022
2021168,Aymen Sfaxi,,Home,Ahmed Atef,Cross,,2021-2022
2021168,Ibrahim Hassan,,Away,,Unknown,,2021-2022
2021168,Karim Nedved,,Home,,Unknown,,2021-2022
2021168,Benjamin Bernard Boateng,,Away,Khaled El Ghandour,Cross,,2021-2022
2021168,Benjamin Bernard Boateng,,Away,Marwan Ateya,Pass,,2021-2022
2021169,Victory Beniangba,,Away,Ahmed Samir,Unknown,,2021-2022
2021171,Mohammed Saleh,,Home,,Unknown,1,2021-2022
2021171,Ahmed Meteb,,Home,Emad Mayhoub,Unknown,,2021-2022
2021171,Marwan Hamdi,,Away,Sherif Reda,Unknown,,2021-2022
2021171,Alia Sylla,,Away,Sherif Reda,Unknown,,2021-2022
2021172,Victory Beniangba,,Home,Amr El Sisi,Unknown,,2021-2022
2021173,Mohamed El Shami,,Home,Ahmed Madbouli,Unknown,,2021-2022
2021173,Karim Bambo,,Away,Osama Ibrahim,Unknown,,2021-2022
2021173,Wagih Abdelhakim,,Home,,Unknown,,2021-2022
2021173,Mahmoud Kaoud,,Away,Mohamed Bassiouny,Unknown,,2021-2022
2021174,Karim Nedved,,Away,Mostafa El Badry,Unknown,,2021-2022
2021175,Karim Halawa,,Away,Eric Serge,Unknown,,2021-2022
2021175,Ahmed Mohsen,,Home,,Unknown,,2021-2022
2021175,Abdallah Mahmoud,,Home,,Unknown,,2021-2022
2021175,Mohamed Ibrahim,,Home,,Unknown,1,2021-2022
2021175,Ahmed Mohsen,,Home,Samir Hesham,Unknown,,2021-2022
2021176,Mabululu,,Home,Elsayed Salem,Unknown,,2021-2022
2021178,Abdo Yehia,,Away,Walid Mostafa,Pass,,2021-2022
2021178,Mostafa Shalaby,,Home,Mostafa Dowidar,Penalty,1,2021-2022
2021178,Moaz El Henawy,,Away,Abdo Yehia,Penalty,1,2021-2022
2021178,Salah Rico,,Home,,Unknown,,2021-2022
2021179,Mohamed Sherif,,Home,,Unknown,,2021-2022
2021179,Achraf Bencharki,,Away,Shikabala,Cross,,2021-2022
2021179,Shikabala,,Away,Youssef Osama Nabih,Cross,,2021-2022
2021179,Salah Mohsen,,Home,,Unknown,,2021-2022
2021180,Khaled Kamar,,Home,,Unknown,,2021-2022
2021182,Riga,,Away,Mohamed Nasef,Unknown,,2021-2022
2021183,Sodiq Awujoola,,Home,Abdelkabir El Ouadi,Pass,,2021-2022
2021183,Mostafa Shalaby,,Away,John Ebuka,Penalty,1,2021-2022
2021184,Achraf Bencharki,,Home,Abdallah Gomaa,Unknown,,2021-2022
2021184,Baher El Mohamady,,Away,,Unknown,1,2021-2022
2021184,Omar El Said,,Home,Zizo,Unknown,,2021-2022
2021185,Ahmed Refaat,,Home,,Unknown,1,2021-2022
2021185,Mohammed Saleh,,Away,Ahmed Meteb,Unknown,,2021-2022
2021186,Fagrie Lakay,,Home,Mohamed Sadek,Penalty,1,2021-2022
2021186,Haithem Ayouni,1,Home,Mahmoud Saber,Cross,,2021-2022
2021186,Haithem Ayouni,,Away,Elyes Jelassi,Free kick,,2021-2022
2021186,Ibrahim Adel,,Home,Mahmoud Saber,Pass,,2021-2022
2021189,Mody,,Away,,Unknown,1,2021-2022
2021189,Shady Hussein,,Home,Mohamed Ibrahim,Unknown,,2021-2022
2021191,Ahmed Samir,,Home,,Unknown,1,2021-2022
2021191,Victory Beniangba,,Home,Ahmed Samir,Unknown,,2021-2022
2021191,Abdelkabir El Ouadi,,Away,,Unknown,1,2021-2022
2021191,Ragab Nabil,,Away,Sherif Reda,Unknown,,2021-2022
2021191,Ahmed Samir,,Home,,Unknown,1,2021-2022
2021191,Abdelkabir El Ouadi,,Away,,Unknown,1,2021-2022
2021192,Mohamed Grendo,,Home,,Unknown,1,2021-2022
2021193,Ahmed Refaat,,Away,,Unknown,1,2021-2022
2021193,Mohamed Reda,,Away,Mohamed Farouk,Unknown,,2021-2022
2021193,Dinopeter Airaodion,,Home,,Unknown,,2021-2022
2021194,Benjamin Bernard Boateng,,Home,Ibrahim Hassan,Unknown,,2021-2022
2021195,Islam Issa,,Away,Ahmed Fathi,Unknown,,2021-2022
2021195,Ramadan Sobhi,,Away,,Unknown,,2021-2022
2021195,Ramadan Sobhi,,Away,Ahmed Tawfik,Unknown,,2021-2022
2021196,Asem Salah,,Home,,Unknown,1,2021-2022
2021196,Seifeddine Jaziri,,Away,Zizo,Unknown,,2021-2022
2021196,Seifeddine Jaziri,,Away,Youssef Osama Nabih,Unknown,,2021-2022
2021197,Afsha,,Home,,Unknown,1,2021-2022
2021197,Himid Mao Mkami,,Away,Khaled El Akhmimi,Unknown,,2021-2022
2021197,Mohamed Sherif,,Home,Ziad Tarek,Unknown,,2021-2022
2021198,Mohamed Grendo,,Away,Karim El Eraki,Unknown,,2021-2022
2021198,Elyes Jelassi,,Away,,Unknown,1,2021-2022
2021199,Mahmoud Shabrawy,,Home,Islam Mohareb,Unknown,,2021-2022
2021199,Mody Naser,,Away,Ahmed Temsah,Unknown,,2021-2022
2021199,Ahmed Meteb,,Away,,Unknown,1,2021-2022
2021199,Khaled Kamar,,Home,,Unknown,1,2021-2022
2021199,Ahmed Temsah,,Away,Mohamed Ramadan,Unknown,,2021-2022
2021200,Saïdou Simporé,,Away,,Unknown,1,2021-2022
2021201,Mostafa El Zenary,,Away,Mido Gaber,Unknown,,2021-2022
2021203,Nasser Mansy,,Away,Mohamed Helal,Unknown,,2021-2022
2021203,Gebna,,Home,Luis Hinestroza,Unknown,,2021-2022
2021204,Emam Ashour,,Home,,Unknown,,2021-2022
2021204,Seifeddine Jaziri,,Home,,Unknown,,2021-2022
2021204,Zizo,,Home,Achraf Bencharki,Unknown,,2021-2022
2021204,Shady Hussein,,Away,Mohamed Ibrahim,Unknown,,2021-2022
2021204,Seif Teka,,Away,Saleh Gomaa,Unknown,,2021-2022
2021205,Eric Traoré,,Home,Walid El Karti,Unknown,,2021-2022
2021206,Marwan Hamdi,,Home,Hussein Faisal,Pass,,2021-2022
2021206,Abdelkabir El Ouadi,,Home,Mostafa El Khawaga,Pass,,2021-2022
2021206,Marwan Hamdi,,Home,,Unknown,,2021-2022
2021206,Taher Mohamed,,Away,Hussein El Shahat,Cross,,2021-2022
2021206,Hossam Hassan,,Away,Walid Soliman,Header,,2021-2022
2021207,Nasser Mansy,,Home,,Unknown,,2021-2022
2021207,Hesham Balaha,,Away,Abdelrahman Atef,Cross,,2021-2022
2021207,Mahmoud Sayed,,Home,Osama Ibrahim,Free kick,,2021-2022
2021208,Victory Beniangba,,Home,Riga,Pass,,2021-2022
2021208,Ali Elfil,,Home,Riga,Penalty,1,2021-2022
2021208,Dodo Elgabas,,Away,,Unknown,,2021-2022
2021208,Hussein El Sayed,,Away,,Unknown,,2021-2022
2021209,Hossam Abdelmaguid,,Home,Zizo,Corner,,2021-2022
2021210,Afsha,,Home,Salah Mohsen,Header,,2021-2022
2021210,Ali Maâloul,,Home,Hossam Hassan,Penalty,1,2021-2022
2021210,Afsha,,Home,Hossam Hassan,Pass,,2021-2022
2021210,Ahmed Abdelkader,,Home,Amr El Solia,Pass,,2021-2022
2021212,Abdelrahman Magdi,,Home,Essam Sobhy,Unknown,,2021-2022
2021213,Mostafa Shalaby,,Home,John Ebuka,Unknown,,2021-2022
2021213,John Ebuka,,Home,Dinopeter Airaodion,Unknown,,2021-2022
2021213,Abdelaziz El Balouti,1,Away,,Unknown,,2021-2022
2021213,Amr El Saadawy,,Away,,Unknown,,2021-2022
2021214,Mohamed Ramadan,,Home,Ali Fathi,Handball ,1,2021-2022
2021214,Ahmed Menam,,Away,Ali Fathi,Free kick,,2021-2022
2021214,Emad Mayhoub,,Home,Mohamed Ramadan,Pass,,2021-2022
2021215,Mahmoud Bolbol,,Home,Sherif Dabo,Unknown,,2021-2022
2021215,Mostafa Saad,,Home,,Unknown,,2021-2022
2021215,Shady Hussein,,Home,Mostafa Saad,Unknown,,2021-2022
2021215,Sherif Dabo,,Home,,Unknown,1,2021-2022
2021215,Hamza Magdi,,Home,Basem Morsy,Unknown,,2021-2022
2021216,Achraf Bencharki,,Away,Zizo,Corner,,2021-2022
2021216,Achraf Bencharki,,Away,,Unknown,,2021-2022
2021217,Mahmoud Marei,,Home,,Unknown,,2021-2022
2021217,Baher El Mohamady,,Away,,Unknown,1,2021-2022
2021217,Ahmed Madbouli,,Away,Ahmed Mostafa,Unknown,,2021-2022
2021218,Fakhreddine Ben Youssef,,Home,Walid El Karti,Unknown,,2021-2022
2021218,Eric Traoré,,Home,,Unknown,,2021-2022
2021219,Karim Bambo,,Away,Nasser Mansy,Penalty,1,2021-2022
2021220,Kareem Tarek,,Home,,Unknown,,2021-2022
2021220,Amr El Sisi,,Away,,Unknown,1,2021-2022
2021220,Amr Barakat,,Home,Mohamed Abdelgawad,Unknown,,2021-2022
2021221,Shady Hussein,,Away,,Unknown,,2021-2022
2021222,Ahmed Sherif,,Home,Mahmoud Hamada,Cross,,2021-2022
2021222,Mohammed Saleh,,Away,Moksha,Penalty,1,2021-2022
2021223,Mostafa Shalaby,,Away,,Unknown,1,2021-2022
2021223,Gerges Magdy,,Away,Ahmed El Agouz,Unknown,,2021-2022
2021225,Mabululu,,Away,Khaled El Ghandour,Unknown,,2021-2022
2021225,Mabululu,,Away,,Unknown,1,2021-2022
2021225,Mohammed Saleh,,Home,Emad Mayhoub,Penalty,1,2021-2022
2021225,Emad Mayhoub,,Home,Youssef Magdy,Cross,,2021-2022
2021226,Austin Amutu,,Away,Amr Moussa,Unknown,,2021-2022
2021226,Shady Hussein,,Home,,Unknown,,2021-2022
2021226,Islam Abou-Salima,,Away,Elyes Jelassi,Unknown,,2021-2022
2021226,Austin Amutu,,Away,Amoory,Unknown,,2021-2022
2021226,Mohamed Grendo,,Away,Emeka Christian Eze,Unknown,,2021-2022
2021227,Farouck Kabore,,Home,Ahmed Kaboria,Corner,,2021-2022
2021228,Mody,,Away,,Unknown,1,2021-2022
2021230,Mohamed Reda,,Away,Ahmed Yassin,Handball ,1,2021-2022
2021230,Mohamed Helal,,Home,,Unknown,,2021-2022
2021230,Saad Samir,,Away,Joseph Ngwem,Cross,,2021-2022
2021230,Ahmed Atef,,Away,Mahmoud Marei,Pass,,2021-2022
2021230,Ahmed Refaat,,Away,Mohamed Farouk,Pass,,2021-2022
2021231,Abdallah El Said,,Away,Ramadan Sobhi,Pass,,2021-2022
2021231,Ramadan Sobhi,,Away,Hussein El Sayed,Cross,,2021-2022
2021231,Ramadan Sobhi,,Away,Essam Sobhy,Handball ,1,2021-2022
2021231,Mahmoud Saber,,Away,Walid El Karti,Pass,,2021-2022
2021232,Rami Rabia,,Home,Ali Maâloul,Free kick,,2021-2022
2021232,Ali Maâloul,,Home,Mohamed Abdelgawad,Handball ,1,2021-2022
2021233,Zizo,,Home,Seifeddine Jaziri,Pass,,2021-2022
2021233,Seifeddine Jaziri,,Home,Sayed Abdallah,Pass,,2021-2022
2021235,Ahmed Meteb,,Away,,Unknown,,2021-2022
2021235,Elyes Jelassi,,Home,Austin Amutu,Penalty,1,2021-2022
2021235,Mohammed Saleh,,Away,Ahmed Temsah,Penalty,1,2021-2022
2021236,Benjamin Bernard Boateng,,Home,Salifu Moro,Header,,2021-2022
2021236,Mostafa Shalaby,,Away,Sabri Rahil,Handball ,1,2021-2022
2021236,Elsayed Salem,,Home,Ahmed Adel,Penalty,1,2021-2022
2021237,Ramadan Sobhi,,Home,Abdallah El Said,Unknown,,2021-2022
2021238,Farouck Kabore,,Away,Mamadou Ndioko Niass,Unknown,,2021-2022
2021238,Sodiq Awujoola,,Home,Mostafa El Khawaga,Unknown,,2021-2022
2021239,Aliou Dieng,,Away,Ahmed Abdelkader,Pass,,2021-2022
2021240,Amr El Sisi,,Away,,Unknown,1,2021-2022
2021241,Baher El Mohamady,,Away,,Unknown,1,2021-2022
2021241,Ahmed Mostafa,,Away,Abdelrahman Magdi,Unknown,,2021-2022
2021241,Ahmed Mostafa,,Away,Abdelrahman Magdi,Unknown,,2021-2022
2021242,Mahmoud El Wensh,,Away,Zizo,Cross,,2021-2022
2021243,Austin Amutu,,Away,,Unknown,,2021-2022
2021243,John Ebuka,,Home,Ali Fawzi,Unknown,,2021-2022
2021244,Mohammed Saleh,,Away,Mohamed Ramadan,Penalty,1,2021-2022
2021245,Abdo Yehia,,Home,,Unknown,,2021-2022
2021246,Ali El Zahdi,,Home,Mostafa El Zenary,Pass,,2021-2022
2021246,Ahmed Samir,,Home,Mohanad Lasheen,Cross,,2021-2022
2021246,Benjamin Bernard Boateng,,Away,,Unknown,,2021-2022
2021247,Ahmed Madbouli,,Home,Abdelrahman Magdi,Pass,,2021-2022
2021248,Islam Abdelnaim,,Away,Nour El Sayed,Corner,,2021-2022
2021248,Mohamed Helal,,Home,Osama Faisal,Penalty,1,2021-2022
2021249,Zizo,,Home,Emam Ashour,Penalty,1,2021-2022
2021249,Seifeddine Jaziri,,Home,Sayed Abdallah,Pass,,2021-2022
2021249,Shikabala,,Home,Youssef Osama Nabih,Pass,,2021-2022
2021250,Ahmed Atef,,Away,Ahmed Refaat,Unknown,,2021-2022
2021252,Sodiq Awujoola,,Home,Marwan Hamdi,Unknown,,2021-2022
2021252,Hamza Magdi,,Away,Shady Hussein,Unknown,,2021-2022
2021253,John Ebuka,,Away,Ahmed El Agouz,Pass,,2021-2022
2021253,John Ebuka,,Away,Abdelaziz El Balouti,Pass,,2021-2022
2021255,Karim Bambo,,Away,Mahmoud Sayed,Pass,,2021-2022
2021255,Fady Farid,,Away,Moussa Diawara,Penalty,1,2021-2022
2021255,Mahmoud Fahmi,,Home,Islam Zeyada,Unknown,,2021-2022
2021256,Zizo,,Away,Seifeddine Jaziri,Penalty,1,2021-2022
2021256,Zizo,,Away,,Unknown,,2021-2022
2021256,Seifeddine Jaziri,,Away,Sayed Abdallah,Pass,,2021-2022
2021256,Emam Ashour,,Away,Shikabala,Pass,,2021-2022
2021256,Islam Abdelnaim,,Home,Amr El Saadawy,Pass,,2021-2022
2021257,Karim Nedved,,Home,Mohamed Reda,Unknown,,2021-2022
2021257,Abdo Yehia,,Away,Ahmed El Nadry,Unknown,,2021-2022
2021257,Joseph Ngwem,,Home,Ahmed Refaat,Unknown,,2021-2022
2021259,Ahmed Samy,,Home,,Unknown,,2021-2022
2021260,Ahmed Sayed Gharib,,Away,Karim Fouad,Unknown,,2021-2022
2021260,Ziad Tarek,,Away,,Unknown,,2021-2022
2021260,Ahmed Sayed Gharib,,Away,Mohamed Ashraf,Cross,,2021-2022
2021262,Mohammed Saleh,,Away,,Unknown,,2021-2022
2021262,Fares Hatem,,Home,Ahmed Samir,Pass,,2021-2022
2021263,Fagrie Lakay,,Away,Islam Issa,Unknown,,2021-2022
2021263,Islam Issa,,Away,Mahmoud Saber,Unknown,,2021-2022
2021264,Seifeddine Jaziri,,Home,Zizo,Cross,,2021-2022
2021264,Zizo,,Home,Ahmed Fatouh,Pass,,2021-2022
2021264,Seifeddine Jaziri,,Home,Zizo,Pass,,2021-2022
2021264,Zizo,,Home,Seifeddine Jaziri,Cross,,2021-2022
2021264,Zizo,,Home,Zizo,Penalty,1,2021-2022
2021265,Mody,,Away,Mohamed Dabash,Handball ,1,2021-2022
2021266,Ahmed Atef,,Away,Mohamed Reda,Unknown,,2021-2022
2021266,Alia Sylla,,Home,Sodiq Awujoola,Unknown,,2021-2022
2021268,Rami Rabia,,Home,Hossam Hassan,Penalty,1,2021-2022
2021268,Hossam Hassan,,Home,Mohamed Hany,Pass,,2021-2022
2021269,Abdelrahman Magdi,,Home,,Unknown,,2021-2022
2021270,Mohamed Gaber,,Away,Ahmed Zola,Cross,,2021-2022
2021273,Elyes Jelassi,,Home,,Unknown,,2021-2022
2021273,Elyes Jelassi,,Home,,Unknown,,2021-2022
2021273,Hassan Ali,,Home,Emeka Christian Eze,Pass,,2021-2022
2021273,Amr Marei,,Home,Emeka Christian Eze,Cross,,2021-2022
2021273,Khaled Al-Nabris,,Away,Mohamed Adel,Pass,,2021-2022
2021274,Omar Kamal,,Home,,Unknown,,2021-2022
2021274,Shady Hussein,,Away,Basem Morsy,Pass,,2021-2022
2021275,John Okoli,,Away,Emad Fathi,Corner,,2021-2022
2021275,Amir Abed,,Away,Mahmoud Abdelaziz,Pass,,2021-2022
2021275,Amir Abed,,Away,Mahmoud Abdelaziz,Free kick,,2021-2022
2021276,Hossam Abdelmaguid,,Away,Zizo,Corner,,2021-2022
2021277,Walid El Karti,,Home,Mohamed Hamdi,Pass,,2021-2022
2021277,Marwan Hamdi,,Away,Ahmed Ramadan,Pass,,2021-2022
2021277,Abdallah El Said,,Home,Fakhreddine Ben Youssef,Header,,2021-2022
2021277,Abdallah El Said,,Home,Islam Issa,Pass,,2021-2022
2021277,Fagrie Lakay,,Home,Islam Issa,Penalty,1,2021-2022
2021277,Fagrie Lakay,,Home,Mohamed Sadek,Pass,,2021-2022
2021278,Salifu Moro,,Home,Khaled El Ghandour,Unknown,,2021-2022
2021278,Mabululu,,Home,Ahmed Adel,Pass,,2021-2022
2021278,Ahmed Adel,,Home,,Unknown,,2021-2022
2021279,Abdo Yehia,,Home,,Unknown,,2021-2022
2021280,Mostafa Saad,,Home,,Unknown,,2021-2022
2021280,Fares Hatem,,Away,Mido Gaber,Unknown,,2021-2022
2021281,Omar Kamal,,Home,Mohamed Farouk,Unknown,,2021-2022
2021282,John Okoli,,Home,Mamadou Ndioko Niass,Unknown,,2021-2022
2021282,Mamadou Ndioko Niass,,Home,John Okoli,Unknown,,2021-2022
2021283,Alia Sylla,,Home,,Unknown,,2021-2022
2021283,Ali Zazaa,,Away,,Unknown,,2021-2022
2021283,Islam Abdelnaim,,Away,Nour El Sayed,Unknown,,2021-2022
2021283,Abdelkabir El Ouadi,,Home,,Unknown,,2021-2022
2021284,Mohamed Helal,,Home,Nasser Mansy,Unknown,,2021-2022
2021284,Nasser Mansy,,Home,Osama Faisal,Unknown,,2021-2022
2021284,Ahmed El Sheikh,,Away,Amoory,Unknown,,2021-2022
2021284,Elyes Jelassi,,Away,Ahmed El Sheikh,Unknown,,2021-2022
2021285,Ibrahim Hassan,,Away,Abdallah Nasib,Unknown,,2021-2022
2021285,Mahmoud El Wensh,,Home,Zizo,Unknown,,2021-2022
2021286,Mohamed El Shami,,Home,Ahmed Madbouli,Unknown,,2021-2022
2021286,Ahmed Meteb,,Away,,Unknown,,2021-2022
2021287,Luís Miquissone,,Home,Salah Mohsen,Pass,,2021-2022
2021287,Mohamed Mahmoud,,Home,,Unknown,,2021-2022
2021288,Marwan Hamdi,,Away,Sherif Reda,Corner,,2021-2022
2021288,Marwan Hamdi,,Away,,Unknown,,2021-2022
2021289,Farouck Kabore,,Away,,Unknown,1,2021-2022
2021290,Marwan Mohsen,,Away,Tarek Taha,Unknown,,2021-2022
2021290,Louay Wael,,Home,Mohamed Rizk,Unknown,,2021-2022
2021290,Isaac Cobbinah,,Home,,Unknown,,2021-2022
2021291,Mohamed Hamdi,,Away,Abdallah El Said,Unknown,,2021-2022
2021291,Fagrie Lakay,,Away,,Unknown,,2021-2022
2021293,Mostafa Shakshak,,Home,Ahmed El Agouz,Unknown,,2021-2022
2021293,Ali Fawzi,,Home,,Unknown,1,2021-2022
2021294,Himid Mao Mkami,,Away,,Unknown,,2021-2022
2021294,Shokry Naguib,,Home,Ahmed Sherif,Penalty,1,2021-2022
2021295,Ahmed Samir,,Home,Mohamed Gaber,Pass,,2021-2022
2021296,Saber El Shimi,,Home,Ahmed Dahesh,Corner,,2021-2022
2021296,Issahaku Yakubu,,Away,Mohamed Helal,Free kick,,2021-2022
2021296,Mohammed Saleh,,Home,Amir Medhat,Handball ,1,2021-2022
2021296,Mohamed Dabash,,Away,Ahmed Yasser,Corner,,2021-2022
2021296,Moussa Diawara,,Away,Osama Faisal,Pass,,2021-2022
2021297,Marwan Mohsen,,Home,Tarek Taha,Cross,,2021-2022
2021299,Karim Bambo,,Home,Issahaku Yakubu,Pass,,2021-2022
2021299,Mostafa Shalaby,,Away,Ali Fawzi,Cross,,2021-2022
2021300,Ahmed Sayed Gharib,,Home,Ahmed Abdelkader,Pass,,2021-2022
2021300,Rami Rabia,,Home,Ahmed Sayed Gharib,Penalty,1,2021-2022
2021300,Luís Miquissone,,Home,Karim Fouad,Pass,,2021-2022
2021300,Rafaat Khalil,,Home,Mohamed Mahmoud,Pass,,2021-2022
2021301,Abdelrahman Shika,,Away,Ahmed Samir,Unknown,,2021-2022
2021302,Nour El Sayed,,Away,Mohamed Hamdi,Handball ,1,2021-2022
2021302,Amr El Saadawy,,Away,,Unknown,,2021-2022
2021302,Islam Issa,,Home,Hussein El Sayed,Cross,,2021-2022
2021302,Hossam Ghanem,,Away,,Unknown,,2021-2022
2021303,Abdo Yehia,,Home,Hesham Balaha,Unknown,,2021-2022
2021303,Karim El Deeb,,Away,Marwan Ateya,Unknown,,2021-2022
2021304,Farouck Kabore,,Home,,Unknown,1,2021-2022
2021304,John Okoli,,Home,Luis Hinestroza,Unknown,,2021-2022
2021304,Ahmed Alaa,,Away,Amoory,Unknown,,2021-2022
2021305,Mody Naser,,Away,,Unknown,,2021-2022
2021305,Ahmed Hamzawi,,Away,Mohamed Ramadan,Pass,,2021-2022
2021305,Hossam Ashraf,,Home,Youssef Osama Nabih,Cross,,2021-2022
2022000,Austin Amutu,,Away,Sabri Rahil,Cross,,2022-2023
2022001,Karim Bambo,,Home,,Unknown,,2022-2023
2022001,Mody,,Away,,Unknown,1,2022-2023
2022002,Mido Gaber,,Away,Mohamed Shokry,Corner,,2022-2023
2022002,John Ebuka,,Away,Mohamed Ibrahim,Pass,,2022-2023
2022002,Ahmed Yasser Rayan,,Away,John Ebuka,Pass,,2022-2023
2022003,Mostafa Fathi,,Away,Fakhreddine Ben Youssef,Pass,,2022-2023
2022003,Rafik Kabou,,Home,,Unknown,,2022-2023
2022004,Shady Hussein,,Away,Karim Fouad,Pass,,2022-2023
2022005,Sherif Reda,1,Home,Shikabala,Unknown,,2022-2023
2022005,Samson Akinyoola,,Home,,Unknown,,2022-2023
2022006,Fady Farid,,Home,Mamadou Ndioko Niass,Header,,2022-2023
